"groups","est_dG"
"ring -CH2- : 2 | ring =C< : 1 | -CH2- : 1 | -COO : 1 | ring -N< : 1 | -NH2 : 1 | ring =NH- : 1 | Origin : 1",-34.91
"ring -CH2- : 2 | ring =C< : 1 | -CH2- : 1 | -COO : 1 | ring -N< : 1 | -NH2 : 1 | dbl sgl ring =N< : 1 | -OPO2 : 1 | Origin : 1",-230.78
"ring =CH- : 2 | ring =N- : 3 | two fused rings >C= : 2 | ring =C< : 1 | -NH2 : 1 | ring -N< : 1 | ring -CH< : 4 | -OH : 2 | ring -O- : 1 | -OPO2- : 2 | -OPO3 : 1 | -CH2- : 1 | Origin : 1 | heteroaromatic : 2",-673.85
"ring =CH- : 2 | two fused rings >C= : 2 | ring =C< : 1 | -NH2 : 1 | ring =N- : 3 | ring -N< : 1 | ring -CH< : 4 | -OH : 2 | ring -O- : 1 | -CH2- : 1 | -OPO2- : 1 | -OPO3 : 1 | Origin : 1 | heteroaromatic : 2",-465.85
"-NH2 : 1 | =NH2 : 1 | =C< : 1 | -NH- : 1 | -CH2- : 2 | -COO : 1 | Origin : 1",-74.22
"=NH2 : 1 | =C< : 1 | -NH- : 2 | -CH2- : 2 | -COO : 1 | -OPO2 : 1 | Origin : 1",-270.76
"ring -CH2- : 1 | two fused rings >C= : 2 | ring =CH- : 1 | ring =C< : 1 | -NH2 : 1 | ring =N- : 2 | dbl sgl ring =N< : 1 | ring -CH< : 4 | -OH : 2 | ring -O- : 1 | -CH2- : 1 | -OPO2- : 1 | -OPO3 : 1 | ring -NO= : 1 | Origin : 1 | NCCN : 2 | CCNC : 2","None"
"ring =CH- : 2 | two fused rings >C= : 2 | ring =C< : 1 | -NH2 : 1 | ring =N- : 2 | ring -N< : 1 | ring -CH< : 4 | -OH : 2 | ring -O- : 1 | -CH2- : 1 | -OPO2- : 2 | -OPO3 : 1 | ring -NO= : 1 | Origin : 1 | heteroaromatic : 2","None"
"ring -CH< : 4 | ring -O- : 1 | ring >C=O : 2 | ring =CH- : 5 | -OH : 2 | -CH2- : 1 | -OPO2- : 1 | ring -N< : 2 | ring =N- : 1 | amide : 2 | ring -NH- : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 1",-302.07
"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | -NO2 : 2 | -SO4 : 1 | Origin : 1","None"
"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | -NO2 : 1 | -OH : 1 | Origin : 1","None"
"aromatic ring =CH- : 2 | aromatic ring =C< : 4 | -O-CO- : 1 | -OH : 3 | -CH2- : 2 | -CH3 : 1 | Origin : 1 | OCCC : 1",-164.1
"-CH3 : 1 | -CH2- : 2 | -OH : 1 | Origin : 1",-41.91
"-CH2- : 2 | >C=O : 1 | -CH3 : 1 | -OPO3 : 1 | amide : 1 | -NH- : 1 | Origin : 1",-286.61
"-CH2- : 2 | >C=O : 1 | -CH3 : 1 | -OH : 1 | amide : 1 | -NH- : 1 | Origin : 1",-74.11
"-OPO2 : 1 | -NH- : 2 | =C< : 1 | =NH2 : 1 | -CH2- : 2 | -SO3 : 1 | Origin : 1",-311.41
"ring =C< : 1 | ring =CH- : 2 | -NH2 : 1 | ring =N- : 3 | two fused rings >C= : 2 | ring -CH< : 3 | ring -CH2- : 1 | ring -O- : 1 | -CH2- : 1 | -OH : 1 | -OPO3 : 1 | ring -N< : 1 | Origin : 1 | heteroaromatic : 2",-218.01
"two fused rings >C= : 2 | ring -CH2- : 1 | ring >C=O : 1 | ring =N- : 2 | ring =C< : 1 | -NH2 : 1 | dbl sgl ring =N< : 1 | ring -CH< : 2 | ring -O- : 2 | -CH2- : 1 | -OH : 1 | two fused rings >CH- : 2 | ring -OPO2- : 1 | amide : 1 | ring -NH- : 1 | Origin : 1 | OCCN : 1 | NCCN : 1 | CCNC : 1",-257.28
"-CH2- : 2 | -OPO3 : 1 | -OH : 1 | Origin : 1",-292.26
"ring =CH- : 4 | ring =N- : 1 | ring =C< : 1 | -CH3 : 1 | >C=O : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 1",14.16
"ring =CH- : 5 | two fused rings >C= : 2 | ring =N- : 3 | ring -CH2- : 1 | ring =C< : 2 | -NH2 : 1 | dbl sgl ring =N< : 2 | ring -CH< : 8 | ring -O- : 2 | -OH : 4 | -CH2- : 2 | -OPO3- : 1 | -OPO2- : 1 | -CH3 : 1 | >C=O : 1 | Origin : 1 | OCCC : 1 | NCCN : 2 | CCNC : 2 | heteroaromatic : 1",-530.96
"ring =CH- : 4 | dbl sgl ring =N< : 1 | ring =C< : 1 | -CH3 : 1 | >C=O : 1 | ring -CH< : 4 | ring -O- : 1 | -OH : 2 | -CH2- : 1 | -OPO3 : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 1",-329.13
"-NH3 : 1 | -CH2- : 1 | >C=O : 1 | amide : 1 | -NH2 : 1 | Origin : 1",-45.29
"aromatic ring =CH- : 9 | aromatic ring =C< : 3 | -OH : 1 | -CH2- : 1 | -COO : 1 | >CH- : 1 | >C=O : 1 | amide : 1 | -NH- : 1 | Origin : 1 | OCCC : 1",-86.43
"aromatic ring =CH- : 9 | aromatic ring =C< : 3 | -OH : 1 | -CH2- : 2 | >C=O : 2 | -COO : 1 | >CH- : 1 | amide : 2 | -NH- : 2 | Origin : 1 | OCCC : 1",-117.01
">C=O : 3 | -CH2- : 2 | aromatic ring =C< : 1 | aromatic ring =CH- : 5 | >CH- : 1 | -CH3 : 1 | amide : 3 | -NH- : 2 | -NH2 : 1 | Origin : 1",-68.79
">CH- : 1 | -CH2- : 1 | >C=O : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -OH : 2 | -CH3 : 1 | amide : 2 | -NH- : 2 | Origin : 1",-110.73
"aromatic ring =CH- : 5 | aromatic ring =C< : 1 | >C=O : 1 | -CH2- : 1 | -NH3 : 1 | amide : 1 | -NH- : 1 | Origin : 1",-5.23
"-COO : 1 | -CH2- : 4 | >CH- : 1 | -NH3 : 2 | Origin : 1",-84.04
">C=O : 2 | >CH- : 1 | -CH2- : 3 | aromatic ring =C< : 2 | aromatic ring =CH- : 10 | -O-CO- : 1 | amide : 3 | -NH2 : 1 | -NH- : 2 | Origin : 1",-78.82
">C=O : 1 | -NH3 : 1 | >CH- : 1 | -CH2- : 1 | aromatic ring =C< : 1 | aromatic ring =CH- : 5 | amide : 1 | -NH2 : 1 | Origin : 1",-8.61
">CH- : 1 | -CH2- : 2 | -COO : 1 | -NH3 : 1 | >C=O : 1 | -OH : 1 | amide : 1 | -NH- : 1 | Origin : 1",-154.73
"aromatic ring =CH- : 5 | aromatic ring =C< : 1 | -CH2- : 1 | >C=O : 1 | >CH- : 1 | -COO : 2 | ring -CH< : 2 | ring -S- : 1 | -CH3 : 2 | ring >C< : 1 | ring -NH- : 1 | amide : 1 | -NH- : 1 | Origin : 1",-143.65
"ring -S- : 1 | ring -NH- : 1 | -CH3 : 2 | ring >C< : 1 | ring -CH< : 2 | -COO : 2 | >CH- : 1 | -NH3 : 1 | Origin : 1",-150.92
"-COO : 1 | -CH2- : 2 | >C=O : 1 | aromatic ring =C< : 1 | aromatic ring =CH- : 5 | amide : 1 | -NH- : 1 | Origin : 1",-80.46
"-CH3 : 1 | >C=O : 1 | -CH2- : 1 | -COO : 1 | amide : 1 | -NH- : 1 | Origin : 1",-117.33
">CH- : 1 | -COO : 1 | -CH2- : 3 | -CH3 : 2 | >C=O : 1 | amide : 1 | -NH- : 1 | Origin : 1",-112.66
"-CH3 : 2 | -CH2- : 2 | >C=O : 1 | >CH- : 1 | -COO : 1 | amide : 1 | -NH- : 1 | Origin : 1",-114.28
"ring =CH- : 2 | two fused rings >C= : 2 | ring =N- : 3 | ring =C< : 1 | -NH2 : 1 | ring -N< : 1 | ring -CH< : 4 | ring -O- : 1 | -OH : 2 | -CH2- : 1 | -OPO2- : 1 | -SO4 : 1 | Origin : 1 | heteroaromatic : 2",-367.85
"-OH : 1 | -CH2- : 2 | >C=O : 1 | -OPO3 : 1 | Origin : 1",-320.66
"-OH : 2 | >C=O : 1 | -CH2- : 2 | -OPO3 : 1 | >CH- : 2 | -CH3 : 1 | Origin : 1",-355.65
"-COO : 1 | >C=O : 1 | -CH2- : 2 | >CH- : 5 | -OH : 6 | Origin : 1 | OCCO : 1",-329.4
"ring -CH2- : 2 | ring -CH< : 2 | -OH : 3 | ring >C=O : 1 | ring >C< : 1 | -COO : 1 | Origin : 1",-214.49
"-CH2- : 4 | -COO : 1 | -NH3 : 2 | >CH- : 1 | Origin : 1",-84.04
"dbl sgl ring =N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 2 | -OH : 3 | ring =C< : 1 | -OPO3 : 1 | -CH2- : 9 | ring -NH- : 1 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 2 | -CH3 : 3 | >C=O : 3 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | CCCN : 1 | CCNC : 3",-825.37
"-COO : 2 | -CH2- : 1 | WF : 1 | >CH- : 2 | -NH3 : 1 | Origin : 1","None"
"ring -CH2- : 1 | ring >C=O : 1 | ring -CH< : 2 | WF : 1 | -COO : 1 | amide : 1 | ring -NH- : 1 | Origin : 1","None"
">C=O : 3 | >CH- : 1 | >C< : 1 | -OH : 2 | -CH2- : 7 | -CH3 : 2 | -NH3 : 1 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1",-168.34
">C=O : 3 | >CH- : 1 | >C< : 1 | -OH : 2 | -CH2- : 5 | -CH3 : 2 | =CH- : 1 | =CH2 : 1 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | OCCC : 1",-147.21
"ring -N< : 1 | ring -CH< : 4 | ring =C< : 2 | ring =CH- : 1 | ring -O- : 1 | -NH2 : 1 | ring =N- : 1 | -OH : 2 | >C=O : 1 | -CH2- : 2 | -OPO3 : 1 | >CH- : 1 | -COO : 2 | amide : 1 | -NH- : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 1",-487.65
"-CH2- : 3 | -COO : 1 | -NH3 : 1 | Origin : 1",-84.49
"-OH : 4 | -CH=O : 1 | >CH- : 3 | -CH2- : 1 | Origin : 1",-179.54
"-OH : 4 | -CH2- : 1 | >C=O : 1 | >CH- : 3 | -CH3 : 1 | Origin : 1",-181.19
"-CH3 : 1 | -CH2- : 5 | -COO : 1 | Origin : 1",-78.65
"ring =CH- : 2 | two fused rings >C= : 2 | ring =N- : 3 | ring =C< : 1 | -NH2 : 1 | ring -N< : 1 | ring -CH< : 4 | ring -O- : 1 | -OH : 2 | -OPO3 : 1 | -CH2- : 11 | -OPO2- : 1 | -OPO3- : 1 | -CH3 : 3 | >C< : 1 | >CH- : 1 | >C=O : 3 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | heteroaromatic : 2",-777.73
"aromatic ring =CH- : 14 | aromatic ring =C< : 4 | >C=O : 3 | -CH2- : 2 | -OH : 1 | >CH- : 1 | amide : 3 | -NH- : 3 | Origin : 1 | OCCC : 1",-34.51
"ring -CH< : 10 | -CH2- : 2 | -OPO3 : 1 | -OH : 7 | ring -O- : 2 | -O- : 1 | Origin : 1",-589.26
"two fused rings >C= : 2 | ring =CH- : 2 | ring =N- : 3 | ring =C< : 1 | -NH2 : 1 | ring -N< : 1 | ring -CH< : 2 | ring -O- : 2 | two fused rings >CH- : 2 | -CH2- : 1 | -OH : 1 | Origin : 1 | heteroaromatic : 2 | threemember : 1",10.97
"-CH=O : 1 | -CH3 : 1 | >CH- : 4 | -OH : 4 | Origin : 1",-179.73
"carbamate : 1",-95.7
"dbl sgl ring =N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 2 | -OH : 2 | ring =C< : 1 | -CH2- : 7 | -OPO3 : 1 | ring -NH- : 1 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 3 | >C=O : 4 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | CCCN : 1 | CCNC : 3",-820.59
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 3 | ring =C< : 1 | -CH2- : 7 | -OPO3 : 1 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 2 | -CH3 : 3 | >C=O : 3 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | heteroaromatic : 2",-820.63
">CH- : 3 | >C=O : 1 | -OH : 4 | -COO : 1 | -CH2- : 1 | Origin : 1 | OCCO : 1",-258.18
"RW : 1 | -SH : 1 | Origin : 1","None"
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 2 | ring =C< : 1 | -CH2- : 8 | -OPO3 : 1 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 3 | >C=O : 3 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | heteroaromatic : 2",-782.59
"-CH2- : 1 | -COO : 1 | >C=O : 1 | RW : 1 | -S- : 1 | thioester : 1 | Origin : 1","None"
"-CH3 : 1 | >C=O : 1 | RW : 1 | -S- : 1 | thioester : 1 | Origin : 1","None"
">C=O : 1 | RW : 1 | -CH2- : 2 | -CH3 : 1 | >CH- : 1 | -OH : 1 | -S- : 1 | thioester : 1 | Origin : 1","None"
">C=O : 2 | RW : 1 | -CH2- : 2 | -CH3 : 1 | -S- : 1 | thioester : 1 | Origin : 1","None"
"aromatic ring =CH- : 9 | aromatic ring =C< : 3 | -OH : 1 | -CH2- : 2 | >C=O : 3 | >CH- : 1 | amide : 3 | -NH- : 2 | -NH2 : 1 | Origin : 1 | OCCC : 1",-74.57
"aromatic ring =CH- : 5 | aromatic ring =C< : 1 | -COO : 1 | -CH2- : 1 | Origin : 1",-49.88
"aromatic ring =CH- : 5 | aromatic ring =C< : 1 | -CH2- : 1 | >C=O : 1 | ring -CH< : 2 | ring >C=O : 1 | two fused rings >CH- : 1 | ring -S- : 1 | -COO : 1 | -CH3 : 2 | ring >C< : 1 | two fused rings -N< : 1 | amide : 1 | -NH- : 1 | Origin : 1",-86.91
"-COO : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | -NH- : 1 | ring =C< : 2 | ring =CH- : 1 | ring =N- : 3 | two fused rings >C= : 2 | ring >C=O : 1 | -NH2 : 1 | -CH2- : 1 | amide : 1 | ring -NH- : 1 | Origin : 1 | OCCC : 2 | CCNC : 1 | heteroaromatic : 1",-0.82
"two fused rings >C= : 2 | ring =N- : 3 | ring >C=O : 1 | ring =CH- : 1 | ring =C< : 2 | -NH2 : 1 | -CH2- : 3 | -NH- : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | >C=O : 1 | >CH- : 1 | -COO : 2 | amide : 2 | ring -NH- : 1 | Origin : 1 | OCCC : 2 | CCNC : 1 | heteroaromatic : 1",-107.8
"-CH2- : 3 | -NH- : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | >C=O : 1 | >CH- : 1 | -COO : 2 | ring -CH2- : 1 | two fused rings >C= : 2 | ring >C=O : 1 | ring =C< : 1 | ring -NH- : 3 | ring =N- : 1 | ring -CH< : 1 | -NH2 : 1 | amide : 2 | Origin : 1 | OCCC : 2 | CCNC : 1",-113.97
"two fused rings =N< : 1 | two fused rings >C= : 2 | two fused rings >CH- : 1 | ring =CH- : 1 | ring >C=O : 1 | ring -CH2- : 2 | ring -N< : 1 | ring -NH- : 2 | ring =N- : 1 | aromatic ring =C< : 2 | ring =C< : 1 | aromatic ring =CH- : 4 | -NH2 : 1 | >C=O : 1 | >CH- : 1 | -CH2- : 2 | -COO : 2 | amide : 2 | -NH- : 1 | Origin : 1 | OCCC : 2 | CCNC : 2",-97
"two fused rings -N< : 1 | two fused rings >C= : 2 | two fused rings >CH- : 1 | ring -CH2- : 3 | ring >C=O : 1 | ring -N< : 1 | ring -NH- : 2 | ring =N- : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | >C=O : 1 | >CH- : 1 | -CH2- : 2 | -COO : 2 | ring =C< : 1 | -NH2 : 1 | amide : 2 | -NH- : 1 | Origin : 1 | OCCC : 2 | CCNC : 1",-93.65
"two fused rings >C= : 2 | ring -NH- : 3 | ring >C=O : 1 | ring =N- : 1 | ring -CH< : 1 | ring -CH2- : 1 | ring =C< : 1 | -CH2- : 3 | -NH2 : 1 | aromatic ring =C< : 2 | -CH=O : 1 | aromatic ring =CH- : 4 | >C=O : 1 | >CH- : 1 | -COO : 2 | amide : 3 | -N< : 1 | -NH- : 1 | Origin : 1 | OCCC : 2 | CCNC : 1",-144.77
"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | ring -N< : 1 | ring >C=O : 1 | ring -CH2- : 1 | ring =C< : 1 | ring -CH< : 1 | -CH3 : 1 | -NH2 : 1 | -CH2- : 3 | -NH- : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | >C=O : 1 | >CH- : 1 | -COO : 2 | amide : 2 | Origin : 1 | OCCC : 2 | CCNC : 1",-101.7
"two fused rings >C= : 2 | ring -N< : 1 | ring >C=O : 1 | ring -CH< : 1 | =CH- : 1 | ring -NH- : 2 | ring =N- : 1 | ring -CH2- : 1 | -CH2- : 3 | =NH : 1 | ring =C< : 1 | -NH- : 2 | -NH2 : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | >C=O : 1 | >CH- : 1 | -COO : 2 | amide : 2 | Origin : 1 | OCCC : 2 | CCNC : 1",-106.95
"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 2 | ring >C=O : 1 | ring -CH2- : 1 | ring =C< : 2 | -NH2 : 1 | -CH2- : 3 | -NH- : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | >C=O : 1 | >CH- : 1 | -COO : 2 | amide : 2 | Origin : 1 | OCCC : 2 | CCNC : 2",-109.12
"ring >C< : 4 | ring -O- : 4 | ring -CH< : 12 | -O- : 3 | -CH2- : 8 | -OH : 14 | Origin : 1",-697.28
"H2O : 1",-56.69
"ring -CH< : 5 | ring -O- : 1 | -CH2- : 1 | -OH : 5 | Origin : 1",-218.28
"two fused rings -N< : 1 | two fused rings >CH- : 1 | ring -CH< : 2 | ring >C=O : 1 | ring -S- : 1 | ring >C< : 1 | -COO : 1 | -NH2 : 1 | -CH3 : 2 | Origin : 1",-85.89
"≡CH : 1 | ≡N : 1 | Origin : 1",28.6
"≡C- : 1 | ≡N : 1 | -Oneg : 1 | Origin : 1",-23.3
"oxalate : 1",-161
"ethane : 1",-4.07
"acetate : 1",-88.29
"ethanol : 1",-43.44
"-CH3 : 3 | -OH : 1 | >N< : 1 | Origin : 1",8.95
"-CH2- : 2 | -OH : 6 | >CH- : 4 | Origin : 1",-225.44
"-CH2- : 2 | -COO : 1 | -CH3 : 1 | Origin : 1",-83.51
"-CH2- : 3 | -COO : 1 | -CH3 : 1 | Origin : 1",-81.89
"-COO : 1 | =CH- : 1 | =CH2 : 1 | Origin : 1 | OCCC : 1",-64.98
"-CH3 : 1 | =CH- : 2 | -COO : 1 | Origin : 1 | OCCC : 1",-62.7
"-CH2- : 1 | -COO : 1 | -CH3 : 1 | >CH- : 1 | -OH : 1 | Origin : 1",-121.55
"ring -CH< : 10 | -O- : 1 | ring -O- : 2 | -CH2- : 2 | -OH : 8 | Origin : 1",-376.76
">CH- : 1 | -COO : 1 | -CH2- : 1 | -NH3 : 1 | -SH : 1 | Origin : 1",-83.39
">CH- : 2 | -CH2- : 2 | -COO : 2 | -NH3 : 2 | -S-S- : 1 | Origin : 1",-159.61
">CH- : 2 | -COO : 1 | -NH3 : 1 | -CH2- : 1 | -CH3 : 2 | Origin : 1",-84.87
"ring >C= : 1 | ring -N< : 1 | =NH : 1 | ring -CH2- : 1 | -CH3 : 1 | ring >C=O : 1 | amide : 1 | ring -NH- : 1 | Origin : 1",-6.19
"-NH3 : 1 | -CH2- : 2 | -SO3 : 1 | Origin : 1",-126.76
"methylamine : 1",-9.55
"-CH3 : 2 | -NH2- : 1 | Origin : 1",-1.35
"-CH3 : 3 | -NH< : 1 | Origin : 1",4.55
"ring =CH- : 5 | ring =N- : 1 | Origin : 1 | heteroaromatic : 1",44.52
">CH- : 1 | -CH2- : 1 | -COO : 2 | -OH : 1 | Origin : 1",-201
"-O-CO- : 1 | -CH2- : 1 | -CH3 : 2 | Origin : 1",-80.98
"ring -CH< : 5 | ring -O- : 1 | -OPO3 : 1 | -OH : 4 | -CH2- : 1 | Origin : 1",-430.78
"-OPO3 : 1 | -CH2- : 1 | >CH- : 1 | -CH=O : 1 | -OH : 1 | Origin : 1",-319.2
">C=O : 1 | -CH2- : 2 | -NH3 : 1 | -COO : 1 | amide : 1 | -NH- : 1 | Origin : 1",-118.31
"aromatic ring fused to nonaromatic ring >C=  : 2 | ring =CH- : 2 | aromatic ring =CH- : 4 | ring -NH- : 1 | Origin : 1 | heteroaromatic : 1",54.41
">CH- : 1 | >C=O : 1 | -CH2- : 1 | -COO : 3 | Origin : 1 | OCCO : 1",-268.54
"CO2 : 1",-92.26
"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 4 | ring =CH- : 2 | ring =N- : 3 | ring -O- : 1 | ring =C< : 1 | -OH : 2 | -NH2 : 1 | -CH2- : 1 | thiomid_phos : 1 | -OPO2- : 1 | -OPO3 : 1 | Origin : 1 | heteroaromatic : 2","None"
"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 4 | ring =CH- : 2 | ring =NH- : 1 | ring -O- : 1 | ring =N- : 2 | ring =C< : 1 | -OH : 2 | -NH2 : 1 | -CH2- : 1 | thiomid_phos : 1 | -OPO3 : 1 | Origin : 1 | heteroaromatic : 2","None"
"cmonox : 1",-28.66
"methane : 1",-8.21
"N2 : 1",4.47
"ring =C< : 4 | ring >C=O : 2 | -CH3 : 12 | -O- : 2 | -CH2- : 15 | =CH- : 8 | =C< : 8 | Origin : 1 | OCCC : 4",142.5
"aromatic ring =C< : 6 | -OH : 2 | -CH3 : 12 | -O- : 2 | -CH2- : 15 | =CH- : 8 | =C< : 8 | Origin : 1",120.8
"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 2 | ring =C< : 1 | -CH2- : 6 | -OPO3 : 1 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 2 | >C=O : 3 | =CH- : 1 | =CH2 : 1 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 2",-764.06
"aromatic ring =CH- : 6 | Origin : 1 | Hydrocarbon : 1",33.26
"ClO3 : 1",-0.8
"ClO2 : 1",4.1
"-CH2- : 4 | -COO : 1 | -CH3 : 1 | Origin : 1",-80.27
"ring -CH< : 5 | ring -O- : 1 | >CH- : 1 | -OH : 6 | -CH2- : 1 | Origin : 1",-254.7
"Fe2 : 1",-18.85
"Fe3 : 1",-1.1
"sulfite : 1",-126.15
"S : 1",0
"-CH2- : 1 | >CH- : 1 | -COO : 1 | -CH3 : 2 | Origin : 1",-83.7
"HNO : 1",11.82
"nitrite : 1",-8.9
"nitric acid : 1",-26.61
"nitrous oxide : 1",18.26
"N2H4 : 1",30.6
"O2s : 1",6.9
"S2O3H : 1",-122.7
"S2O4 : 1",-143.5
"S3O6 : 1",-229
"-SO3 : 2 | -S-S- : 1 | Origin : 1",-241.82
"H2S : 1",-6.66
"SO2 : 1",-71.9
"ring -CH2- : 3 | Origin : 1 | Hydrocarbon : 1 | threemember : 1",27.62
"ring -CH2- : 8 | two fused rings >CH- : 1 | two fused rings >C< : 1 | -CH3 : 1 | Origin : 1 | Hydrocarbon : 1",24.18
"≡N : 2 | ≡C- : 4 | Origin : 1",102.2
"ring -CH< : 4 | ring -O- : 1 | ring >C=O : 1 | ring =CH- : 2 | -OH : 2 | ring =N- : 1 | -CH2- : 1 | ring =C< : 1 | -OPO3 : 1 | -NH2 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-345.38
"two fused aromatic rings >C= : 2 | aromatic ring =C< : 4 | aromatic ring =CH- : 4 | -OH : 2 | -CH2- : 15 | =CH- : 8 | =C< : 8 | -CH3 : 10 | Origin : 1",180.27
"aromatic ring fused to nonaromatic ring >C=  : 2 | ring >C=O : 2 | aromatic ring =CH- : 4 | ring =C< : 2 | -CH2- : 15 | =CH- : 8 | =C< : 8 | -CH3 : 10 | Origin : 1 | OCCC : 4",206.06
"aromatic ring fused to nonaromatic ring >C=  : 2 | ring >C=O : 2 | aromatic ring =CH- : 4 | ring =C< : 1 | ring =CH- : 1 | -CH2- : 15 | =CH- : 8 | =C< : 8 | -CH3 : 9 | Origin : 1 | OCCC : 4",206.47
"two fused aromatic rings >C= : 2 | aromatic ring =C< : 3 | aromatic ring =CH- : 5 | -OH : 2 | -CH2- : 15 | =CH- : 8 | =C< : 8 | -CH3 : 9 | Origin : 1",181.9
"ring >C=O : 1 | ring =N- : 1 | ring =C< : 1 | ring =CH- : 2 | ring -CH< : 4 | ring -O- : 1 | -CH2- : 3 | -OPO3- : 1 | -OPO2- : 1 | -NH2 : 1 | -OH : 4 | >CH- : 1 | >C< : 1 | -OPO3 : 1 | -CH3 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-858.59
"ring >C=O : 1 | ring =N- : 1 | ring =C< : 1 | ring =CH- : 2 | ring -CH< : 4 | ring -O- : 1 | -CH2- : 3 | -OPO3- : 1 | -OPO2- : 1 | -NH2 : 1 | -OH : 5 | >CH- : 1 | >C< : 1 | -CH3 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-646.09
"-CH2- : 1 | ring >C< : 1 | ring -CH< : 1 | ring -CH2- : 1 | ring -OPO2- : 2 | -OH : 2 | -CH3 : 1 | ring -O- : 1 | Origin : 1",-486.44
"chloromethane : 1",-12.6
"dichloromethane : 1",-15.8
"trichloromethane : 1",-15.9
"tetrachloromethane : 1",-10.8
"-CH3 : 1 | -CH2- : 1 | primary -Cl : 1 | Origin : 1",-13.73
"-CH2- : 2 | primary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-18.24
"primary Cl2 : 2 | -CH3 : 1 | >CH- : 1 | Origin : 1",-15.65
"primary Cl2 : 2 | >CH- : 1 | primary -Cl : 1 | -CH2- : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-20.16
"primary Cl2 : 4 | >CH- : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 2",-20.16
"primary Cl3 : 3 | -CH3 : 1 | >C< : 1 | Origin : 1",-13.18
"primary Cl3 : 3 | >C< : 1 | -CH2- : 1 | primary -Cl : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-17.69
"primary Cl3 : 3 | >C< : 1 | primary Cl2 : 2 | >CH- : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 2",-17.69
"primary Cl3 : 6 | >C< : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 3",-13.3
"-CH3 : 2 | -CH2- : 1 | Origin : 1 | Hydrocarbon : 1",-2
