"ENTRY","DELTAG","UNCERTAINTY","CHARGE","REASON ENERGY COULD NOT BE ESTIMATED"
"C07764","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07765","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07766","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07767","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07768",87.04,2.77,0,
"C07769","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07770","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07771","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07772","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07773",114.94,4.6,2,
"C07774",145.08,3.16,0,
"C07775","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07776","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07777",151.25,2.96,0,
"C07778",18.4,2.34,-1,
"C07779","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07780","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07781","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07782","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07783","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07784","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07785",103.74,2.76,0,
"C07786","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07787","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07788","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07789",0.34,3.83,0,
"C07790",126.27,2.75,0,
"C07791","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07792","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07793","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07794","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07795","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07796","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07797","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07798","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C07799","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07800","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07801","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07802","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07803","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07804","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07805",-59.09,2.25,1,
"C07806","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07807",-59.82,1.78,1,
"C07808","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07809",-23.6,2.72,0,
"C07810","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07811","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07812","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07813",-209.29,9.46,0,
"C07814","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C07815","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C07816",-107.83,9.43,0,
"C07817",-144.65,9.63,0,
"C07818","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07819",-61.95,2.86,0,
"C07821","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07822","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07823","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07824","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07825",-59.44,2.67,0,
"C07826",-80.3,1.67,0,
"C07827",-102,1.65,0,
"C07828","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07829",-57.53,1.66,0,
"C07830","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07831","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07832",37.81,5.47,0,
"C07833",81.29,5.34,0,
"C07834",-106.23,2.8,0,
"C07835","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07836",-467.2,1.56,-1,
"C07837",33.37,1.1,0,
"C07838",-467.2,1.56,-1,
"C07839",-26.11,1.47,0,
"C07840",-242.53,2.03,-1,
"C07841",-50.37,1.3,0,
"C07842","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07843","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07844",16.79,4.89,0,
"C07845","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07846","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C07847","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07848","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07849",16.39,3.49,1,
"C07850","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07851",-11.66,2.54,1,
"C07852",7.42,2.08,0,
"C07853","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07854","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07855","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07856","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07857","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07858","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07859","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07860","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07861",76.51,2.51,1,
"C07862","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C07863","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07864","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07865","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C07866","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07867","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07868",-13.6,2.04,1,
"C07869","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07870","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07871",73.55,5.59,-1,
"C07872",79.32,5.61,0,
"C07873","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07874",-255.89,1.61,-1,
"C07875",-39.98,1.07,0,
"C07876","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07877",-31.87,1.77,1,
"C07878","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07879",26.28,2.31,1,
"C07880",-126.15,7.14,-1,
"C07881",22.92,1.76,0,
"C07882","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07883","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07884",28.4,0.83,1,
"C07885","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07886",102.22,2.7,1,
"C07887",37.01,1.75,0,
"C07888","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07889",35.34,1.27,1,
"C07890",-89.69,1.52,1,
"C07891","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07892",-8.49,1.96,0,
"C07893","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07894","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07895",-48.1,1.82,1,
"C07896","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07897","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07898","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C07899",-12.35,1.45,0,
"C07900","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07901","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07902","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07903","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07904",25.84,1.51,0,
"C07905","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C07906","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07907","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07908",-144.16,2.7,0,
"C07909",-235.33,4.09,0,
"C07910",-79.36,2.2,0,
"C07911",-9.64,0.87,1,
"C07912",76.25,2.21,1,
"C07913",56.76,1.94,1,
"C07914",-41.09,1.92,1,
"C07915",-102.87,2.05,1,
"C07916","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07917","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07918","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07919","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07920","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07921",-92.14,0.94,0,
"C07922","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07923","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07924","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07925","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07926","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07927",-162.58,1.41,0,
"C07928",-71.64,1.08,0,
"C07929","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07930",-117.7,1.24,0,
"C07931",-36.28,1.83,0,
"C07932","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07933","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C07934",-64.34,1.55,0,
"C07935",54.89,2.05,1,
"C07936","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07937","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C07938","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07939","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C07940","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07941","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C07942","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07943","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C07945","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07946","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07947","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07948","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07949","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C07950","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07951","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07952","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C07953",108.58,3.8,1,
"C07954","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07955","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C07956","Not calculated","Not calculated","Not calculated","Involves groups with unknown energy"
"C07957","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07958","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07959","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07960","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07961","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07962","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07963","Not calculated","Not calculated","Not calculated","No molfile exists for this compound."
"C07964","Not calculated","Not calculated","Not calculated","Involves psuedoatoms or polymers"
"C07965","Not calculated","Not calculated","Not calculated","Unlabled atoms"
"C07966",-110.25,2.72,-1,
