abbreviation	name	synonyms	equation	subsystem	compartment	ecnumber	reversible	translocation	internal_id	confidence_score	notes	
MALt2r	L-malate reversible transport via proton symport		h[e] + mal-L[e] <==> h[c] + mal-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1441874	0		
THRS	threonine synthase		[c] : h2o + phom --> pi + thr-L	Threonine and Lysine Metabolism	Cytosol	4.2.3.1	Irreversible	N	141462	0		
G16MTg	Glycolipid 1,6-alpha-D-mannosyltransferase, Golgi apparatus		[g] : gdpmann + m1macchitppdol --> gdp + h + m2macchitppdol	Glycoprotein Metabolism	Golgi Apparatus		Irreversible	N	1530298	0		
KYN3OX	kynurenine 3-monooxygenase	L-kynurenine-3-hydroxylase, kynurenine 3-hydroxylase, kynurenine hydroxylase	[c] : Lkynr + h + nadph + o2 --> h2o + hLkynr + nadp	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	1.14.13.9	Irreversible	N	1529909	0		
METAT	methionine adenosyltransferase		[c] : atp + h2o + met-L --> amet + pi + ppi	Methionine Metabolism	Cytosol	2.5.1.6	Irreversible	N	141635	0		
PRFGS	phosphoribosylformylglycinamidine synthase		[c] : atp + fgam + gln-L + h2o --> adp + fpram + glu-L + h + pi	Purine and Pyrimidine Biosynthesis	Cytosol	6.3.5.3	Irreversible	N	1529357	0		
APRTO2	N-acetylputrescine: oxygen oxireductase (deaminating)		[c] : aprut + h2o + o2 --> h2o2 + n4abutn + nh4	Other Amino Acid Metabolism	Cytosol	1.4.3.4	Irreversible	N	1445988	0		
XTSNt2	xanthosine transport in via proton symport		h[e] + xtsn[e] --> h[c] + xtsn[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1447003	0		
SQ23EPXter	Squalene-2,3-epoxide endoplamic reticular transport		Ssq23epx[r] <==> Ssq23epx[c]	Transport, Endoplasmic Reticular	Cytosol, Endoplasmic Reticulum		Reversible	Y	1459937	0		
CHOLK	Choline kinase		[c] : atp + chol --> adp + cholp + h	Phospholipid Biosynthesis	Cytosol	2.7.1.32	Irreversible	N	1485872	0		
GLCtv	glucose transport, vacuolar		glc-D[c] <==> glc-D[v]	Transport, Vacuolar	Cytosol, Vacuole		Reversible	Y	1441759	0		
FA140ACPtm	fatty-acyl-ACP mitochondrial transport		myrsACP[m] --> myrsACP[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1489014	0		
ARAB-Lt	L-arabinoase extracellular transport		arab-L[e] <==> arab-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1486522	0		
ASNt2m	asparagine mitochondrial transport via proton transport		asn-L[c] + h[c] <==> asn-L[m] + h[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1457896	0		
NMNt2m	NMN mitochondrial transport via proton symport		h[c] + nmn[c] <==> h[m] + nmn[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1471849	0		
ENO	enolase		[c] : 2pg <==> h2o + pep	Glycolysis/Gluconeogenesis	Cytosol	4.2.1.11	Reversible	N	133911	0		
NAPRT	NAPRTase		[c] : h + nac + prpp --> nicrnt + ppi	NAD Biosynthesis	Cytosol	2.4.2.11	Irreversible	N	1449045	0		
PUNP5	purine-nucleoside phosphorylase (Inosine)		[c] : ins + pi <==> hxan + r1p	Nucleotide Salvage Pathway	Cytosol	2.4.2.1	Reversible	N	145043	0		
PHEt2m	Phenylalanine mitochondrial transport via proton symport		h[m] + phe-L[m] <==> h[c] + phe-L[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1457886	0		
PETHCT	phosphoethanolamine cytidyltransferase		[c] : ctp + ethamp + h --> cdpea + ppi	Phospholipid Biosynthesis	Cytosol	2.7.7.14	Irreversible	N	1485896	0		
GUAtm	guanine mitochondrial transport via diffusion		gua[c] <==> gua[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1449393	0		
PRAIS	phosphoribosylaminoimidazole synthase		[c] : atp + fpram --> adp + air + (2) h + pi	Purine and Pyrimidine Biosynthesis	Cytosol	6.3.3.1	Irreversible	N	1530029	0		
4HPRO-LTtm	trans-4-hydroxy-L-proline mitochondrial transport via diffusion		4hpro-LT[c] <==> 4hpro-LT[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1447816	0		
PCLAD	picolinic acid decarboxylase	alpha-amino-beta-carboxymuconate-e-semialdehade decarboxylase, alpha-amino-beta-carboxymuconate-e-semialdehyde beta-decarboxylase, aminocarboxymuconate-semialdehyde decarboxylase, picolinic acid carboxylase	[c] : cmusa + h --> am6sa + co2	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	4.1.1.45	Irreversible	N	1445645	0		
VALTRSm	valyl-tRNA synthetase, mitochondrial		[m] : atp + trnaval + val-L --> amp + ppi + valtrna	Valine, Leucine, and Isoleucine Metabolism	Mitochondria	6.1.1.9	Irreversible	N	1447959	0		
OMMBLHX6m	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase, mitochodnrial		[m] : 2ommbl_5 + (0.5) o2 --> 2omhmbl_5	Quinone Biosynthesis	Mitochondria		Irreversible	N	1449746	0		
PUNP2	purine-nucleoside phosphorylase (Deoxyadenosine)		[c] : dad-2 + pi <==> 2dr1p + ade	Nucleotide Salvage Pathway	Cytosol	2.4.2.1	Reversible	N	144950	0		
ARGt2m	arginine mitochondrial transport via proton symport		arg-L[c] + h[c] <==> arg-L[m] + h[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1457921	0		
ICDHym	Isocitrate dehydrogenase (NADP+)		[m] : icit + nadp --> akg + co2 + nadph	Citric Acid Cycle	Mitochondria	1.1.1.42	Irreversible	N	217035	0		
NTD2	5'-nucleotidase (UMP)		[c] : h2o + ump --> pi + uri	Nucleotide Salvage Pathway	Cytosol	3.1.3.5	Irreversible	N	143711	0		
AICART	phosphoribosylaminoimidazolecarboxamide formyltransferase		[c] : 10fthf + aicar <==> fprica + thf	Purine and Pyrimidine Biosynthesis	Cytosol	2.1.2.3	Reversible	N	142965	0		
TMN	thiaminase		[c] : h2o + thm --> 4ahmmp + 4mhetz + h	Thiamine Metabolism	Cytosol	3.5.99.2	Irreversible	N	1532034	0		
PPNDH	prephenate dehydratase		[c] : h + pphn --> co2 + h2o + phpyr	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	4.2.1.51	Irreversible	N	140137	0		
PHETA1	phenylalanine transaminase	phenylalanine aminotransferase, phenylalanine transaminase, phenylalanine-alpha-ketoglutarate transaminase, phenylpyruvate transaminase, phenylpyruvic acid transaminase	[c] : akg + phe-L <==> glu-L + phpyr	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	2.6.1.58	Reversible	N	140001	0		
SACCD2	saccharopine dehydrogenase (NAD, L-lysine forming)		[c] : h2o + nad + saccrp-L <==> akg + h + lys-L + nadh	Threonine and Lysine Metabolism	Cytosol	1.5.1.7	Reversible	N	1485096	0		
ASPTA	aspartate transaminase	2-oxoglutarate-glutamate aminotransferase, AAT, AST, AspT, GOT (enzyme), L-aspartate transaminase, L-aspartate-2-ketoglutarate aminotransferase, L-aspartate-2-oxoglutarate aminotransferase, L-aspartate-2-oxoglutarate-transaminase, L-aspartate-alpha-ketoglutarate transaminase, L-aspartic aminotransferase, aspartate alpha-ketoglutarate transaminase, aspartate aminotransferase, aspartate-2-oxoglutarate transaminase, aspartate:2-oxoglutarate aminotransferase, aspartic acid aminotransferase, aspartic aminotransferase, aspartyl aminotransferase, glutamate oxaloacetate transaminase, glutamate-oxalacetate aminotransferase, glutamate-oxalate transaminase, glutamic oxalic transaminase, glutamic-aspartic aminotransferase, glutamic-aspartic transaminase, glutamic-oxalacetic transaminase, glutamic-oxaloacetic transaminase, oxaloacetate transferase, oxaloacetate-aspartate aminotransferase, transaminase A	[c] : akg + asp-L <==> glu-L + oaa	Alanine and Aspartate Metabolism	Cytosol	2.6.1.1	Reversible	N	138237	0		
PIN3K_SC	1-phosphatidylinositol 3-kinase, yeast-specific		[c] : atp + (0.01) ptd1ino_SC --> adp + h + (0.01) ptd3ino_SC	Phospholipid Biosynthesis	Cytosol	2.7.1.137	Irreversible	N	1531472	0	Tor2 is expressed in vacuolar membrane (CYGD); assume enzymatic domain faces cytosol////Vps34 is expressed in cytosol and Golgi membrae (CYGD); assume enzymatic domain faces cytosol	
URIK1	uridine kinase (ATP:Uridine)		[c] : atp + uri --> adp + h + ump	Purine and Pyrimidine Biosynthesis	Cytosol	2.7.1.48	Irreversible	N	145579	0		
GLCt1	glucose transport (uniport)		glc-D[e] --> glc-D[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	217149	0		
PYRt2	pyruvate transport in via proton symport		h[e] + pyr[e] --> h[c] + pyr[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	218434	0		
PUNP6	purine-nucleoside phosphorylase (Deoxyinosine)		[c] : din + pi <==> 2dr1p + hxan	Nucleotide Salvage Pathway	Cytosol	2.4.2.1	Reversible	N	145088	0		
HACD10p	3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosyl-CoA), peroxisomal		[x] : 3hxccoa + nad <==> 3ohxccoa + h + nadh	Fatty Acid Degradation	Peroxisome	1.1.1.35	Reversible	N	1457708	0	peroxisomal according to CYGD	
OMCDC	2-Oxo-4-methyl-3-carboxypentanoate decarboxylation		[c] : 3c4mop + h --> 4mop + co2	Valine, Leucine, and Isoleucine Metabolism	Cytosol		Irreversible	N	591680	0		
NADKm	NAD kinase, mitochondrial		[m] : atp + nad --> adp + h + nadp	NAD Biosynthesis	Mitochondria	2.7.1.23	Irreversible	N	1441982	0		
G3PD1irm	glycerol-3-phosphate dehydrogenase (NAD), mitochondrial		[m] : dhap + h + nadh --> glyc3p + nad	Glycerolipid Metabolism	Mitochondria	1.1.1.8	Irreversible	N	1455559	0		
CYSTRS	Cysteinyl-tRNA synthetase		[c] : atp + cys-L + trnacys --> amp + cystrna + ppi	Cysteine Metabolism	Cytosol	6.1.1.16	Irreversible	N	227759	0		
PAPSR	phosphoadenylyl-sulfate reductase (thioredoxin)		[c] : paps + trdrd --> (2) h + pap + so3 + trdox	Cysteine Metabolism	Cytosol	1.8.4.8	Irreversible	N	141102	0		
UPP3MT	uroporphyrinogen methyltransferase		[c] : (2) amet + uppg3 --> (2) ahcys + dscl + h	Porphyrin and Chlorophyll Metabolism	Cytosol	2.1.1.107	Irreversible	N	1553810	0		
NDP4	nucleoside-diphosphatase (dGDP)		[c] : dgdp + h2o --> dgmp + h + pi	Nucleotide Salvage Pathway	Cytosol	3.6.1.6	Irreversible	N	243630	0		
THYMt3r	thymine reversible transport via proton antiport		h[e] + thym[c] <==> h[c] + thym[e]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1469521	0		
ADSK	adenylyl-sulfate kinase		[c] : aps + atp --> adp + h + paps	Cysteine Metabolism	Cytosol	2.7.1.25	Irreversible	N	141026	0		
IPCS126_SC	Inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific		[c] : cer1_26 + (0.01) ptd1ino_SC --> (0.01) 12dgr_SC + (0.01) ipc126_SC	Sphingolipid Metabolism	Cytosol		Irreversible	N	1454269	0	added according to Dickinson book	
GAT2_SC	glycerol 3-phosphate acyltransferase (glycerone phosphate), yeast-specific		[c] : (0.02) dcacoa + (0.06) ddcacoa + dhap + (0.17) hdcoa + (0.09) ocdycacoa + (0.24) odecoa + (0.27) pmtcoa + (0.05) stcoa + (0.1) tdcoa --> (0.01) 1agly3p_SC + coa	Phospholipid Biosynthesis	Cytosol		Irreversible	N	1531131	0		
MOHMT	3-methyl-2-oxobutanoate hydroxymethyltransferase	$hydroxymethyltransferase, 5,10-methylene tetrahydrofolate:alpha-ketoisovalerate, alpha-ketoisovalerate hydroxymethyltransferase, dehydropantoate hydroxymethyltransferase, ketopantoate hydroxymethyltransferase, oxopantoate hydroxymethyltransferase	[c] : 3mob + h2o + mlthf --> 2dhp + thf	Pantothenate and CoA Biosynthesis	Cytosol	2.1.2.11	Irreversible	N	200581	0		
ACACT8p	acetyl-CoA acyltransferase (hexadecanoyl-CoA), peroxisomal		[x] : 3ohodcoa + coa --> accoa + pmtcoa	Fatty Acid Degradation	Peroxisome	2.3.1.16	Irreversible	N	1452193	0	peroxisomal according to CYGD	
FAS120COA	fatty-acyl-CoA synthase (n-C12:0CoA)		[c] : dcacoa + (3) h + malcoa + (2) nadph --> co2 + coa + ddcacoa + h2o + (2) nadp	Fatty Acid  Biosynthesis	Cytosol	2.3.1.86	Irreversible	N	1453541	0		
CERH124	Ceramide-1 hydroxylase (24C)		[c] : cer1_24 + h + nadph + o2 --> cer2_24 + h2o + nadp	Sphingolipid Metabolism	Cytosol		Irreversible	N	1513684	0		
FAO141p_even	fatty acid oxidation		[x] : (6) coa + (6) h2o + (6) nad + nadph + (6) o2 + tdecoa --> (7) accoa + (5) h + (6) h2o2 + (6) nadh + nadp	Fatty Acid Degradation	Peroxisome		Irreversible	N	1459474	0	unsaturated fatty acids in model are generic; therefore, can have double bonds at even and/or odd numbered carbons. Have lumped reactions for all combinations.	
CSND	Cytosine deaminase		[c] : csn + h + h2o --> nh4 + ura	Purine and Pyrimidine Biosynthesis	Cytosol	3.5.4.1	Irreversible	N	1529137	0		
IPPMIb	2-isopropylmalate hydratase		[c] : 2ippm + h2o <==> 3c3hmp	Valine, Leucine, and Isoleucine Metabolism	Cytosol	4.2.1.33	Reversible	N	139521	0		
GALT	galactose-1-phosphate uridylyltransferase		[c] : gal1p + h + utp <==> ppi + udpgal	Galactose metabolism	Cytosol	2.7.7.10	Reversible	N	136543	0		
CBPtn	carbamoyl phosphate nuclear transport via diffusion		cbp[c] <==> cbp[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1447670	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
PRMICIi	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase (irreversible)		[c] : prfp --> prlp	Histidine Metabolism	Cytosol	5.3.1.16	Irreversible	N	1440189	0		
FUMt2r	fumarate reversible transport via symport		fum[e] + h[e] <==> fum[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1441937	0		
LNS14DM	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)	CYP51, sterol 14-alpha-demethylase	[c] : (2) h + lanost + (3) nadph + (3) o2 --> 44mctr + for + (4) h2o + (3) nadp	Sterol Biosynthesis	Cytosol	1.14.14.1	Irreversible	N	1514542	0	protein anchored to ER membrane (CYGD); assume catalytic domain faces cytosol	
SRB_Lt	L-sorbose reversible transport		srb-L[e] <==> srb-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1457013	0		
GLYOX	hydroxyacylglutathione hydrolase	glyoxalase II	[c] : h2o + lgt-S --> gthrd + h + lac-D	Alternate Carbon Metabolism	Cytosol	3.1.2.6	Irreversible	N	226136	0		
AKGt2n	2-oxoglutarate nuclear transport via proton symport		akg[c] + h[c] <==> akg[n] + h[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1457971	0		
G5SD2	glutamate-5-semialdehyde dehydrogenase	beta-glutamylphosphate reductase, g-glutamyl phosphate reductase, glutamate semialdehyde dehydrogenase, glutamate-g-semialdehyde dehydrogenase	[c] : glu5p + h + nadh --> glu5sa + nad + pi	Arginine and Proline Metabolism	Cytosol	1.2.1.41	Irreversible	N	1446586	0		
MALOAAtp	malate/oxaloacetate shuttle		mal-L[x] + oaa[c] <==> mal-L[c] + oaa[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1459403	0	proposed in van Roermund et al 1995	
CERS2'24	Ceramide-2' synthase (24C)		[c] : cer1_24 + h + nadph + o2 --> cer2'_24 + h2o + nadp	Sphingolipid Metabolism	Cytosol		Irreversible	N	1513700	0	added according to Dickinson book	
ADSL2r	adenylosuccinate lyase		[c] : 25aics <==> aicar + fum	Purine and Pyrimidine Biosynthesis	Cytosol	4.3.2.2	Reversible	N	1441425	0		
KARA2im	ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate), mitochondrial		[m] : 2ahbut + h + nadph --> 23dhmp + nadp	Valine, Leucine, and Isoleucine Metabolism	Mitochondria	1.1.1.86	Irreversible	N	1445156	0		
DUTPDP	dUTP diphosphatase		[c] : dutp + h2o --> dump + h + ppi	Purine and Pyrimidine Biosynthesis	Cytosol	3.6.1.23	Irreversible	N	144562	0		
FAS161ACPm	fatty-acyl-ACP synthase (n-C16:1ACP), mitochondrial		[m] : (4) h + malACP + myrsACP + (3) nadph + o2 --> ACP + co2 + (3) h2o + hdeACP + (3) nadp	Fatty Acid  Biosynthesis	Mitochondria		Irreversible	N	1513271	0		
ICDHxm	Isocitrate dehydrogenase (NAD+)		[m] : icit + nad --> akg + co2 + nadh	Citric Acid Cycle	Mitochondria	1.1.1.41	Irreversible	N	216842	0		
6PGLter	6-phospho-D-glucono-1,5-lactone endoplasmic reticular transport via diffusion		6pgl[c] <==> 6pgl[r]	Transport, Endoplasmic Reticular	Cytosol, Endoplasmic Reticulum		Reversible	Y	1461439	0		
LPP_SC	lipid phosphate phosphatase, yeast-specific		[c] : (0.01) dagpy_SC + h2o --> h + (0.01) pa_SC + pi	Phospholipid Biosynthesis	Cytosol		Irreversible	N	1572375	0		
TRPTRSm	Tryptophanyl-tRNA synthetase, mitochondrial		[m] : atp + trnatrp + trp-L --> amp + ppi + trptrna	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Mitochondria	6.1.1.2	Irreversible	N	1445749	0		
FA140COAabcp	fatty acid peroxisomal transport via ABC system		atp[x] + h2o[x] + tdcoa[c] --> adp[x] + h[x] + pi[x] + tdcoa[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459682	0		
NDPK8	nucleoside-diphosphate kinase (ATP:dADP)		[c] : atp + dadp <==> adp + datp	Nucleotide Salvage Pathway	Cytosol	2.7.4.6	Reversible	N	144894	0		
QULNS [deleted 07/26/2004  03:18:48 PM]	quinolinate synthase		[c] : dhap + iasp --> h + (2) h2o + pi + quln	Folate Metabolism	Cytosol		Irreversible	N	1529367	0		
GLU5K	glutamate 5-kinase		[c] : atp + glu-L --> adp + glu5p	Arginine and Proline Metabolism	Cytosol	2.7.2.11	Irreversible	N	139105	0		
HMGCOAtm	Hydroxymethylglutaryl-CoA reversible mitochondrial transport		hmgcoa[c] <==> hmgcoa[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1457066	0		
FACOAL100p	fatty-acid--CoA ligase (decanoate), peroxisomal		[x] : atp + coa + dca <==> amp + dcacoa + ppi	Fatty Acid  Biosynthesis	Peroxisome	6.2.1.3	Reversible	N	1451851	0	peroxisomal according to CYGD	
IPDDI	isopentenyl-diphosphate D-isomerase		[c] : ipdp <==> dmpp	Sterol Biosynthesis	Cytosol	5.3.3.2	Reversible	N	199294	0		
HDCAt	Hexadecanoate (n-C16:0) transport in via uniport		hdca[e] --> hdca[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1457036	0		
PStg_SC	phosphatidylserine Golgi transport, yeast-specific		ps_SC[c] <==> ps_SC[g]	Transport, Golgi Apparatus	Cytosol, Golgi Apparatus		Reversible	Y	1460195	0		
NADS1	NAD synthase (nh3)		[c] : atp + dnad + nh4 --> amp + h + nad + ppi	NAD Biosynthesis	Cytosol	6.3.1.5	Irreversible	N	1529261	0		
ALDD2y	aldehyde dehydrogenase (acetaldehyde, NADP)		[c] : acald + h2o + nadp --> ac + (2) h + nadph	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	1.2.1.4	Irreversible	N	137175	0		
NTP4	nucleoside-triphosphatase (dGTP)		[c] : dgtp + h2o --> dgdp + h + pi	Nucleotide Salvage Pathway	Cytosol	3.6.1.15	Irreversible	N	243576	0		
TREH	alpha,alpha-trehalase		[c] : h2o + tre --> (2) glc-D	Alternate Carbon Metabolism	Cytosol	3.2.1.28	Irreversible	N	224352	0		
SPRMti	spermine irreversible uniport		sprm[e] --> sprm[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1447037	0		
FA140tp	fatty acid peroxisomal transport		ttdca[c] --> ttdca[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459889	0		
FACOAL141p	fatty-acid--CoA ligase (tetradecenoate), peroxisomal		[x] : atp + coa + ttdcea <==> amp + ppi + tdecoa	Fatty Acid  Biosynthesis	Peroxisome	6.2.1.3	Reversible	N	1451872	0	peroxisomal according to CYGD	
PStv_SC	phosphatidylserine vacuolar transport, yeast-specific		ps_SC[c] <==> ps_SC[v]	Transport, Vacuolar	Cytosol, Vacuole		Reversible	Y	1460198	0		
AMID2	amidase		[c] : h2o + pad --> nh4 + pac	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	3.5.1.4	Irreversible	N	1529959	0		
TMDPK	thiamine diphosphokinase		[c] : atp + thm --> amp + h + thmpp	Thiamine Metabolism	Cytosol	2.7.6.2	Irreversible	N	1532028	0		
G3PD1ir	glycerol-3-phosphate dehydrogenase (NAD)		[c] : dhap + h + nadh --> glyc3p + nad	Glycerolipid Metabolism	Cytosol	1.1.1.8	Irreversible	N	1452349	0		
DOLPMTcer	Dolichyl-phosphate D-mannosyltransferase		dolp[c] + gdpmann[c] --> dolmanp[r] + gdp[c]	Glycoprotein Metabolism	Cytosol, Endoplasmic Reticulum	2.4.1.83	Irreversible	Y	1530361	0		
HISTP	histidinol-phosphatase		[c] : h2o + hisp --> histd + pi	Histidine Metabolism	Cytosol	3.1.3.15	Irreversible	N	140458	0		
DPCOAK	dephospho-CoA kinase		[c] : atp + dpcoa --> adp + coa + h	Pantothenate and CoA Biosynthesis	Cytosol	2.7.1.24	Irreversible	N	200793	0		
THZPSN2_SC	thiazole phosphate synthesis (ribose 5-phosphate), yeast-specifc		[c] : achms + cys-L + gly + h + r5p --> 4abut + 4mpetz + ac + co2 + (3) h2o + nh4 + pyr	Thiamine Metabolism	Cytosol		Irreversible	N	1554792	0		
HCITSn	homocitrate synthase		[n] : accoa + akg + h2o --> coa + h + hcit	Pyruvate Metabolism	Nucleus	4.1.3.21	Irreversible	N	1437700	0	nuclear according to J Biol Chem. 1997 Apr 18;272(16):10839-46.	
FTHFLm	formate-tetrahydrofolate ligase, mitochondrial		[m] : atp + for + thf <==> 10fthf + adp + pi	Folate Metabolism	Mitochondria	6.3.4.3	Reversible	N	1584578	0		
OXAGm	non-enzymatic reaction		[m] : h + oxag <==> 2oxoadp + co2	Threonine and Lysine Metabolism	Mitochondria		Reversible	N	1485353	0		
FBA3	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase		[c] : s17bp <==> dhap + e4p	Glycolysis/Gluconeogenesis	Cytosol	4.1.2.13	Reversible	N	1486537	0	an additional reaction catalyzed by EC 4.1.2.13 (KEGG)	
CO2t	CO2 transporter via diffusion		co2[e] <==> co2[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1441068	0		
MCOATA	Malonyl-CoA-ACP transacylase	Malonyl transacylase, Malonyl transferase	[c] : ACP + malcoa <==> coa + malACP	Fatty Acid  Biosynthesis	Cytosol	2.3.1.39	Reversible	N	1512613	0		
C4STMO2	C-4 sterol methyl oxidase (4-methylzymosterol)		[c] : 4mzym + (3) h + (3) nadph + (3) o2 --> (4) h2o + (3) nadp + zym_int1	Sterol Biosynthesis	Cytosol		Irreversible	N	1516759	0		
ADD	adenine deaminase		[c] : ade + h + h2o --> hxan + nh4	Nucleotide Salvage Pathway	Cytosol	3.5.4.2	Irreversible	N	1529063	0		
FA182ACPH	fatty-acyl-ACP hydrolase		[c] : h2o + ocdcyaACP <==> ACP + h + ocdcya	Fatty Acid  Biosynthesis	Cytosol	3.1.2.14	Reversible	N	1512354	0	another enzymatic function of FAS (CYGD)	
FORt	formate transport via diffusion		for[e] <==> for[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1436621	0		
