abbreviation	name	formula	charge	compartment	kegg_id	cas_id	internal_id	found in: 1) E. coli iJR904; 2) H. sapiens Recon 1; 3) H. pylori iIT341; 4) P. putida iJN746; 5) E. coli iAF1260; 6) S. cerevisiae iND750; 7) S. aureus iSB619; 8) E. coli textbook; 9) M. barkeri iAF692; 10) M. tuberculosis iNJ661; 	
n2m2nmn	reducing GlcNAc removed form of n2m2nmasn (w/o peptide)	C50H84N4O36	0	Cytosol, Lysosome			1862875	2	
slp-L	L-sulfolactyl phosphate	C3H3O9PS	-4	Cytosol			1884581	9	
3spyr	3-Sulfopyruvate	C3H2O6S	-2	Cytosol, Mitochondria	KEGG - C05528		1884585	2,9	
2saa	2-sulfoacetaldehyde	C2H3O4S	-1	Cytosol			1884586	9	
2tcc	2-(sulfomethyl)thiazolidine-4-carboxylic acid	C5H8NO5S2	-1	Cytosol			1884587	9	
sec	sulfoethylcysteine	C5H10NO5S2	-1	Cytosol			1884588	9	
ptp	triaminopyrimidine triphosphate	C9H14N5O14P3	-4	Cytosol	C05923		1885146	9	
dhp23cp	7,8-dihydronepterin 2' :3'-cyclicphosphate	C9H11N5O6P	-1	Cytosol			1885147	9	
Brfap	4-(B-D-ribofuranosyl)aminobenzene 5'-phosphate	C11H14NO7P	-2	Cytosol			1885157	9	
sl-L	L-sulfolactate	C3H4O6S	-2	Cytosol, Extra-organism, Mitochondria	C11499		1885198	2,9	
Ser/Thr	protein-linked serine or threonine residue (O-glycosylation site)	XH	0	Golgi Apparatus, Lysosome			1885235	2	
Tn_antigen	Tn antigen	C8H14NO5X	0	Golgi Apparatus, Lysosome			1885271	2	
sTn_antigen	sialyl-Tn antigen	C19H30N2O13X	-1	Golgi Apparatus			1885276	2	
T_antigen	T antigen (core 1)	C14H24NO10X	0	Golgi Apparatus			1885354	2	
core2	Core 2	C22H37N2O15X	0	Golgi Apparatus			1885365	2	
sT_antigen	sialyl-T antigen	C25H40N2O18X	-1	Golgi Apparatus			1885367	2	
dsT_antigen	disialyl-T antigen	C36H56N3O26X	-2	Golgi Apparatus			1885369	2	
core3	Core 3	C16H27N2O10X	0	Golgi Apparatus			1885370	2	
core4	Core 4	C24H40N3O15X	0	Golgi Apparatus			1885372	2	
core6	Core 6	C16H27N2O10X	0	Golgi Apparatus, Lysosome			1885374	2	
dhrfap	7,8-dihydropterin-6-ylmethyl-4-(B-D-ribofuranosyl) aminobenzene 5'-phosphate	C18H21N6O8P	-2	Cytosol			1885454	9	
dhadrp	7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-D-ribitol 5'-phosphate	C18H23N6O8P	-2	Cytosol			1885455	9	
dhadr	7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-D-ribitol	C18H24N6O5	0	Cytosol			1885474	9	
dhadrpr	7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-5-[1-A-D-ribofuranosyl 5'-phosphate]-D-ribitol	C23H31N6O12P	-2	Cytosol			1885493	9	
dhadrdpr	7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-5-[1-A-D-ribofuranosyl 5'-diphosphate]-D-ribitol	C23H31N6O15P2	-3	Cytosol			1885496	9	
dhadrtpr	7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-5-[1-A-D-ribofuranosyl 5'-triphosphate]-D-ribitol	C23H31N6O18P3	-4	Cytosol			1885507	9	
dmh2mpt	didemethylated 7,8-dihydromethanopterin	C28H36N6O16P	-3	Cytosol			1885509	9	
mmh2mpt	monomethylated 7,8-dihydromethanoterin	C29H38N6O16P	-3	Cytosol			1885529	9	
h2mpt	7,8-dihydromethanopterin	C30H40N6O16P	-3	Cytosol			1885547	9	
h4mpt	5,6,7,8-tetrahydromethanopterin	C30H42N6O16P	-3	Cytosol			1885562	9	
hacon-T	trans-homoaconitate	C7H5O6	-3	Cytosol			1886136	9	
Shcit	S-homocitrate	C7H7O7	-3	Cytosol			1886143	9	
hacon-C	cis-homoaconitate	C7H5O6	-3	Cytosol			1886146	9	
ihcit-T	threo-isohomocitrate	C7H7O7	-3	Cytosol			1886152	9	
ohexa	2-oxohexanedioic acid	C6H6O5	-2	Cytosol			1886155	9	
Rh2cit	(R)-(homo)2citrate	C8H9O7	-3	Cytosol			1886157	9	
h2acon-C	cis-(homo)2aconitate	C8H7O6	-3	Cytosol			1886158	9	
tih2cit	(-)threo-iso(homo)2citrate	C8H9O7	-3	Cytosol			1886159	9	
ohepa	2-oxoheptanedioic acid	C7H8O5	-2	Cytosol			1886160	9	
Rh3cit	(R)-(homo)3citrate	C9H11O7	-3	Cytosol			1886161	9	
h3acon-C	cis-(homo)3aconitate	C9H9O6	-3	Cytosol			1886163	9	
tih3cit	(-)threo-iso(homo)3citrate	C9H11O7	-3	Cytosol			1886164	9	
2ood	2-oxooctanedioic acid	C8H10O5	-2	Cytosol			1886165	9	
7ohp	7-oxoheptanoic acid	C7H11O3	-1	Cytosol			1886167	9	
7mhp	7-mercaptoheptanoic acid	C7H13O2S	-1	Cytosol			1886168	9	
7mht	7-mercaptoheptanoylthreonine	C11H20NO4S	-1	Cytosol			1886169	9	
f1a	F1alpha	C22H37N2O15X	0	Golgi Apparatus, Lysosome			1886170	2	
core8	Core 8	C14H24NO10X	0	Golgi Apparatus			1886171	2	
core5	Core 5	C16H27N2O10X	0	Golgi Apparatus			1886172	2	
core7	Core 7	C16H27N2O10X	0	Golgi Apparatus			1886173	2	
25dthpp	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate	C9H16N5O8P	-2	Cytosol			1897943	9	
ddhrb	7,8-didemethyl-8-hydroxy-5-deazariboflavin	C16H17N3O7	0	Cytosol			1897945	9	
2plac-L	2-phospho-L-lactate	C3H4O6P	-3	Cytosol			1897947	9	
lppg	lactyl-(2)-diphospho-(5')-guanosine	C13H16N5O13P2	-3	Cytosol			1897949	9	
f420-0	coenzyme ferredoxin 420-0	C19H20N3O12P	-2	Cytosol			1897951	9	
f420-1	coenzyme ferredoxin 420-1	C24H26N4O15P	-3	Cytosol			1897952	9	
f420-3	coenzyme ferredoxin 420-3	C34H38N6O21P	-5	Cytosol			1897953	9	
f420-4	coenzyme ferredoxin 420-4	C39H44N7O24P	-6	Cytosol			1897954	9	
f420-5	coenzyme ferredoxin 420-5	C44H50N8O27P	-7	Cytosol			1897955	9	
f420-6	coenzyme ferredoxin 420-6	C49H56N9O30P	-8	Cytosol			1897956	9	
f420-7	coenzyme ferredoxin 420-7	C54H62N10O33P	-9	Cytosol			1897957	9	
gncore2	GlcNAc-alpha-1,4-Core 2	C30H50N3O20X	0	Golgi Apparatus			1898456	2	
gncore1	GlcNAc-alpha-1,4-Core 1	C22H37N2O15X	0	Golgi Apparatus			1898482	2	
4kfbp	4-ketofructose 1,6-bisphosphate	C6H8O12P2	-4	Cytosol			1898594	9	
dkdofp	4,5-diketo-6-deoxyfructose 1-phosphate	C6H7O8P1	-2	Cytosol			1898595	9	
dkfp	6-deoxy-5-ketofructose 1-phosphate	C6H9O8P	-2	Cytosol			1898596	9	
dkmp	6-deoxy-5-ketomannitol 1-phosphate	C6H11O8P	-2	Cytosol			1898597	9	
dohau	3,7-dideoxy-D-threo-hepto-2-amino-6-ulosonate	C7H13O5N	0	Cytosol			1898598	9	
dohdu	3,7-dideoxy-D-threo-hepto-2,6-diulosonate	C7H9O6	-1	Cytosol			1898600	9	
f430p1	coenzyme F390 precursor 1	C42H42N6NiO14	-6	Cytosol			1899132	9	
f430p2	coenzyme F430 precursor 2	C42H45N6NiO14	-5	Cytosol			1899133	9	
f430p3	coenzyme f430 precursor 3	C42H47N6NiO14	-5	Cytosol			1899134	9	
sf430a	15,17-seco-F430-17-acid	C42H47N6NiO14	-5	Cytosol			1899135	9	
trnasecys	tRNA(SeCys)	R	0	Cytosol			1899582	5	
feoxam	ferroxamine	C25H46FeN6O8	1	Cytosol, Extra-organism, Periplasm			1899884	5	
thrp	L-Threonine O-3-phosphate	C4H8NO6P	-2	Cytosol, Extra-organism, Periplasm	C12147		1915272	5,9	
5hbzid	5-hydroxybenzimidazole	C7H6N2O	0	Cytosol			1915358	9	
5pr5hbz	N1-(5-Phospho-alpha-D-ribosyl)-5-hydroxybenzimidazole	C12H13N2O8P	-2	Cytosol			1915360	9	
r5hbzi	N1-(alpha-D-ribosyl)-5-hydroxybenzimidazole	C12H14N2O5	0	Cytosol			1915361	9	
adocblhbi	Adenosylcobalamin-HBI	C70H96CoN18O18P	0	Cytosol			1915379	9	
unknown_rbfdeg	unknown riboflavin degradation product	C10H14N2O5	0	Cytosol, Extra-organism			1915386	9	
unknown_cbl1deg	unknown degradation product of cbl1 for adocbl-HBI synthesis	C14H16N2O6P1	-1	Cytosol, Extra-organism			1915520	9	
cbl1hbi	Cob(I)alamin-HBI	C60H84CoN13O15P	-1	Cytosol, Extra-organism			1915533	9	
cpgn	coprogen	C35H52N6O13Fe	-1	Cytosol, Extra-organism, Periplasm			1915772	5	
tungs	tungstate	O4W1	-2	Cytosol, Extra-organism, Periplasm			1917263	5	
xol24oh	24-Hydroxycholesterol	C27H46O2	0	Endoplasmic Reticulum		474-73-7	2197434	2	
xol25oh	25-Hydroxycholesterol	C27H46O2	0	Endoplasmic Reticulum		2140-46-7	2197441	2	
xoltri25	7-alpha,25-Dihydroxycholesterol	C27H46O3	0	Cytosol, Endoplasmic Reticulum, Extra-organism			2197800	2	
xoltri24	7-alpha,24(S)-Dihydroxycholesterol	C27H46O3	0	Cytosol, Endoplasmic Reticulum, Extra-organism			2197802	2	
cholcoas	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)	C48H76N7O20P3S	-4	Endoplasmic Reticulum, Peroxisome			2198961	2	
adpman	ADPmannose	C16H23N5O15P2	-2	Cytosol			2206034	2	
andrstndn	Androstenedione	C19H26O2	0	Endoplasmic Reticulum			2210012	2	
leuktrC4	Leukotriene C4	C30H45N3O9S	-2	Cytosol, Endoplasmic Reticulum, Extra-organism			2212273	2	
frulys	fructoselysine	C12H25N2O7	1	Cytosol, Extra-organism, Periplasm			2212339	5	
frulysp	fructoselysine Phosphate	C12H24N2O10P	-1	Cytosol			2213238	5	
23dappa	2,3-diaminopropionate	C3H9N2O2	1	Cytosol, Extra-organism, Periplasm	C06393		2213301	5	
Tyr-ggn	Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis)	XOH	0	Cytosol, Extra-organism			2213851	2	
ggn	primed glycogenin (glycogenin-8[1,4-Glc])	C48H81O41X	0	Cytosol			2213853	2	
glygn1	glycogen, structure 1 (glycogenin-11[1,4-Glc])	C66H111O56X	0	Cytosol			2213909	2	
glygn2	glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})	C66H111O56X	0	Cytosol, Extra-organism			2213926	2	
dxtrn	phosphorylase-limit dextrin (glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})	C48H81O41X	0	Cytosol			2213934	2	
glygn3	glycogen, structure 3 (glycogenin-7[1,4-Glc])	C42H71O36X	0	Cytosol			2213954	2	
strch1	starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})	C66H112O56	0	Extra-organism			2214270	2	
strch2	starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})	C18H32O16	0	Extra-organism			2214326	2	
glygn4	glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})	C18H31O16X	0	Extra-organism			2214348	2	
glygn5	glycogen, structure 5 (glycogenin-2[1,4-Glc])	C12H21O11X	0	Extra-organism			2214399	2	
arachACP	eicosanoyl-ACP (n-C20:0)	C31H59N2O8PRS	-1	Cytosol			2215916	10	
glac	D-glucurono-6,3-lactone	C6H8O6	0	Cytosol, Endoplasmic Reticulum, Mitochondria			2216733	2	
metsox-R-L	L-methionine-R-sulfoxide	C5H11NO3S	0	Cytosol, Extra-organism, Periplasm			2217370	10,5	
dna	DNA	C10H17O8PR2	0	Cytosol, Nucleus	C00039		2217500	2,4	
dna5mtc	DNA 5-methylcytosine	C11H19O8PR2	0	Cytosol, Nucleus	C02967		2217502	2,4	
vacc	vaccenic acid	C18H33O2	-1	Cytosol, Extra-organism			2217962	2	
lneldc	linoelaidic acid (all trans C18:2)	C18H31O2	-1	Cytosol, Extra-organism			2217974	2	
strdnc	stearidonic acid C18:4, n-3	C18H27O2	-1	Cytosol, Extra-organism			2218006	2	
adrn	adrenic acid	C22H35O2	-1	Cytosol, Extra-organism, Peroxisome			2218009	2	
nrvnc	nervonic acid	C24H45O2	-1	Cytosol, Extra-organism			2218012	2	
tmndnc	timnodonic acid C20:5, n-3	C20H29O2	-1	Cytosol, Extra-organism			2218016	2	
dcsptn1	docosa-4,7,10,13,16-pentaenoic acid (n-6)	C22H33O2	-1	Cytosol, Extra-organism			2218027	2	
clpnd	clupanodonic acid	C22H33O2	-1	Cytosol, Extra-organism			2218032	2	
R1coa_hs	R group 1 Coenzyme A homo sapiens	XCO2C21H31N7O15P3S	-4	Cytosol, Endoplasmic Reticulum			2218044	2	
R2coa_hs	R group 2 Coenzyme A homo sapiens	XCO2C21H31N7O15P3S	-4	Cytosol, Endoplasmic Reticulum			2218049	2	
R3coa_hs	R group 3 Coenzyme A homo sapiens	XCO2C21H31N7O15P3S	-4	Cytosol			2218050	2	
lgnc	lignoceric acid	C24H47O2	-1	Cytosol, Extra-organism			2218057	2	
vacccoa	vaccenyl coenzyme A	C39H64N7O17P3S	-4	Cytosol, Mitochondria			2218408	2	
lnlncacoa	alpha-Linolenoyl-CoA	C39H60N7O17P3S	-4	Cytosol, Mitochondria			2218410	2	
lnlccoa	linoleic coenzyme A	C39H62N7O17P3S	-4	Cytosol, Mitochondria			2218570	2	
lneldccoa	linoelaidyl coenzyme A	C39H62N7O17P3S	-4	Cytosol, Mitochondria			2218571	2	
arachcoa	arachidyl coenzyme A	C41H70N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome			2218697	10,2	
adrncoa	adrenyl coenzyme A	C43H66N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome			2218769	2	
nrvnccoa	nervonyl coenzyme A	C45H76N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome			2218805	2	
tmndnccoa	timnodonyl coenzyme A	C41H60N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome			2218824	2	
dcsptn1coa	docosa-4,7,10,13,16-pentaenoyl coenzyme A	C43H64N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome			2218825	2	
clpndcoa	clupanodonyl CoA	C43H64N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome			2218826	2	
lgnccoa	lignocericyl coenzyme A	C45H78N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome			2218833	2	
dlnlcgcoa	dihomo-gamma-linolenyl coenzyme A	C41H64N7O17P3S	-4	Cytosol, Mitochondria			2218847	2	
strdnccoa	stearidonyl coenzyme A	C39H58N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome			2218848	2	
R4coa_hs	R group 4 Coenzyme A homo sapiens	XCO2C21H31N7O15P3S	-4	Cytosol			2219197	2	
R5coa_hs	R group 5 Coenzyme A homo sapiens	XCO2C21H31N7O15P3S	-4	Cytosol			2219198	2	
eicostet	eicosatetranoic acid	C20H31O2	-1	Cytosol, Extra-organism			2219623	2	
eicostetcoa	eicosatetranoyl coenzyme A	C41H62N7O17P3S	-4	Cytosol, Mitochondria			2219624	2	
tetpent6	tetracosapentaenoic acid, n-6	C24H37O2	-1	Cytosol, Extra-organism			2219649	2	
tetpent6coa	tetracosapentaenoyl coenzyme A, n-6	C45H68N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome			2219652	2	
tettet6	tetracosatetraenoic acid n-6	C24H39O2	-1	Cytosol, Extra-organism			2219653	2	
tettet6coa	tetracosatetraenoyl coenzyme A	C45H70N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome			2219654	2	
tetpent3	tetracosapentaenoic acid, n-3	C24H37O2	-1	Cytosol, Extra-organism			2219655	2	
tetpent3coa	tetracosapentaenoyl coenzyme A, n-3	C45H68N7O17P3S	-4	Cytosol, Mitochondria, Peroxisome			2219656	2	
tethex3	tetracosahexaenoic acid, n-3	C24H35O2	-1	Cytosol, Extra-organism			2219657	2	
tethex3coa	tetracosahexaenoyl coenzyme A	C45H66N7O17P3S	-4	Cytosol, Peroxisome			2219658	2	
Rtotal	R total	CO2FULLR	-1	Cytosol, Extra-organism, Lysosome, Peroxisome			2220351	2	
Rtotal2	R total 2 position	CO2FULLR2	-1	Cytosol, Extra-organism			2220400	2	
Rtotal3	R total 3 position	CO2FULLR3	-1	Cytosol, Extra-organism			2220401	2	
adhap_hs	acyl-dihydroxyacetone phosphate	C3H4O6PFULLRCO	-2	Cytosol, Peroxisome			2220549	2	
alpa_hs	lysophosphatidic acid (homo sapiens)	C3H6O5PFULLRCO2	-2	Cytosol, Mitochondria			2220567	2	
pa_hs	phosphatidic acid (homo sapiens)	C3H5O4PFULLRCO2FULLR2CO2	-2	Cytosol, Endoplasmic Reticulum, Golgi Apparatus, Mitochondria, Nucleus			2220568	2	
dag_hs	diacylglycerol (homo sapiens)	C3H6OFULLRCO2FULLR2CO2	0	Cytosol, Endoplasmic Reticulum, Extra-organism, Nucleus			2220569	2	
tag_hs	triacylglycerol (homo sapiens)	C3H5FULLRCO2FULLR2CO2FULLR3CO2	0	Cytosol, Extra-organism			2220582	2	
mag_hs	monoacylglycerol 2 (homo sapiens)	C3H7O2FULLR2CO2	0	Cytosol, Extra-organism			2220593	2	
ggptrc	gamma-glutamyl-putrescine	C9H20O3N3	1	Cytosol			2221213	5	
ggbutal	gamma-glutamyl-gamma-butyraldehyde	C9H16O4N2	0	Cytosol			2221296	5	
gg4abut	gamma-glutamyl-gamma aminobutyric acid	C9H15O5N2	-1	Cytosol			2224952	5	
3amp	3'-AMP	C10H12N5O7P	-2	Extra-organism, Lysosome, Periplasm	C01367	84-21-9	2224997	2,5	
3cmp	3'-cmp	C9H12N3O8P	-2	Extra-organism, Periplasm	C05822		2225045	5	
1mncam	1-Methylnicotinamide	C7H9N2O	1	Cytosol, Extra-organism			2226225	2	
glyc-S	(S)-Glycerate	C3H5O4	-1	Cytosol, Extra-organism			2226325	2	
pe_hs	phosphatidylethanolamine (homo sapiens)	C5H12NO4PFULLRCO2FULLR2CO2	0	Cytosol, Endoplasmic Reticulum, Extra-organism, Golgi Apparatus, Mitochondria			2228931	2	
pchol_hs	Phosphatidylcholine (homo sapiens)	C8H18NO4PFULLRCO2FULLR2CO2	0	Cytosol, Endoplasmic Reticulum, Extra-organism, Golgi Apparatus, Mitochondria			2228933	2	
ps_hs	phosphatidylserine (homo sapiens)	C6H11NO6PFULLRCO2FULLR2CO2	-1	Cytosol, Endoplasmic Reticulum, Extra-organism, Golgi Apparatus, Mitochondria			2228948	2	
cdpdag_hs	CDP diacylglycerol (homo sapiens)	C12H17N3O11P2FULLRCO2FULLR2CO2	-2	Cytosol, Mitochondria			2233147	2	
meroacidACP	alpha meroacid ACP	C61H115N2O8PRS	-1	Cytosol			2233600	10	
mmeroacidACP	methoxy meroacid ACP	C67H127N2O8PRS	-1	Cytosol			2233602	10	
kmeroacidACP	keto meroacid ACP	C69H131N2O8PRS	-1	Cytosol			2233604	10	
kdn	2-keto-3-deoxy-D-glycero-D-galactononic acid	C9H15O9	-1	Cytosol			2235495	2	
kdnp	2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate	C9H14O12P	-3	Cytosol			2235507	2	
acgal1p	N-Acetyl-D-galactosamine 1-phosphate	C8H14NO9P	-2	Cytosol, Extra-organism, Periplasm			2241575	2,5	
meroacidcyc2ACP	cyclopropanated alpha meroacid ACP (2 cyclopropane rings)	C63H119N2O8PRS	-1	Cytosol			2241687	10	
mmeroacidcyc2ACP	cyclopropanated methoxy-meroacid ACP (2 cyclopropane rings)	C69H131N2O8PRS	-1	Cytosol			2241688	10	
kmeroacidcyc2ACP	cyclopropanated keto-meroacid ACP (2 cyclopropane rings)	C71H135N2O8PRS	-1	Cytosol			2241693	10	
meroacidcyc1ACP	cyclopropanated alpha meroacid ACP (1 cyclopropane ring)	C62H117N2O8PRS	-1	Cytosol			2241695	10	
mmeroacidcyc1ACP	cyclopropanated methoxy-meroacid ACP (1 cyclopropane ring)	C68H129N2O8PRS	-1	Cytosol			2241701	10	
kmeroacidcyc1ACP	cyclopropanated keto-meroacid ACP (1 cyclopropane ring)	C70H133N2O8PRS	-1	Cytosol			2241704	10	
mmmeroacidACP	methyl hydroxy methoxy meroacid ACP	C68H131N2O9PRS	-1	Cytosol			2241709	10	
mkmeroacidACP	methyl hydroxy keto meroacid ACP (1 cyclopropane ring)	C70H135N2O9PRS	-1	Cytosol			2241711	10	
mmmeroacidcyc1ACP	cyclopropanated methyl hydroxy methoxy meroacid ACP (1 cyclopropane ring)	C69H133N2O9PRS	-1	Cytosol			2241713	10	
mkmeroacidcyc1ACP	cyclopropanated methyl hydroxy keto meroacid ACP (1 cyclopropane ring)	C71H137N2O9PRS	-1	Cytosol			2241715	10	
chexccoa	carboxy hexacosanoyl-CoA	C48H81N7O18P3S	-4	Cytosol			2241718	10	
meroacidcyc2AMP	cyclopropanated alpha meroacid AMP (2 cyclopropane rings)	C62H111N5O8P	-1	Cytosol			2241735	10	
mmeroacidcyc2AMP	cyclopropanated methoxy-meroacid AMP (2 cyclopropane rings)	C68H123N5O8P	-1	Cytosol			2241738	10	
kmeroacidcyc2AMP	cyclopropanated keto-meroacid AMP (2 cyclopropane rings)	C70H127N5O8P	-1	Cytosol			2241741	10	
mkmeroacidcyc1AMP	cyclopropanated methyl hydroxy keto meroacid AMP (1 cyclopropane ring)	C70H129N5O9P	-1	Cytosol			2241744	10	
mycolate	mycolate  (2 cyclopropanated rings)	C78H150O3	-1	Cytosol			2241747	10	
mmycolate	methoxy mycolate (2 cyclopropanated rings)	C84H162O3	-1	Cytosol			2241750	10	
kmycolate	keto mycolate (2 cyclopropanated rings)	C86H166O3	-1	Cytosol			2241753	10	
mmmycolate	methoxy mycolate (1 cyclopropanated ring)	C84H164O4	-1	Cytosol			2241757	10	
mkmycolate	keto mycolate (1 cyclopropanated rings)	C86H168O4	-1	Cytosol			2241760	10	
rmyc	mycolate compounds (all)	RMYC	-1	Cytosol			2241762	10	
chtn	chitin	C24H41N3O16	0	Cytosol, Extra-organism		1398-61-4	2242111	2	
mmmeroacidcyc1AMP	cyclopropanated methyl hydroxy methoxy meroacid AMP (1 cyclopropane ring)	C68H125N5O9P	-1	Cytosol			2242156	10	
pail_hs	phosphatidylinositol (homo sapiens)	C9H16O9PFULLRCO2FULLR2CO2	-1	Cytosol, Endoplasmic Reticulum, Nucleus			2255591	2	
pail4p_hs	1-Phosphatidyl-1D-myo-inositol 4-phosphate (Homo sapiens)	C9H15O12P2FULLRCO2FULLR2CO2	-3	Cytosol, Endoplasmic Reticulum, Nucleus			2255620	2	
pail45p_hs	phosphatidylinositol 4,5-bisphosphate (Homo sapiens)	C9H14O15P3FULLRCO2FULLR2CO2	-5	Cytosol, Nucleus			2255621	2	
alkylR1oh	hydroxy alkyl chain	C2H5OFULLR	0	Peroxisome			2255810	2	
akdhap_hs	1-alkyldihydroxyacetone phosphate	C3H4O6PFULLRC2H4	-2	Cytosol, Peroxisome			2255845	2	
akgp_hs	1-alkylglycerol 3-phosphate (homo sapiens)	C4H10O4PFULLRCO2	-2	Cytosol			2255857	2	
ak2gp_hs	1-alkyl 2-acylglycerol 3-phosphate	C5H9O6PFULLRFULLR2CO	-2	Cytosol			2255858	2	
ak2g_hs	1-alkyl 2-acylglycerol	C5H10O2FULLRFULLR2CO2	0	Cytosol			2255859	2	
ak2gpe_hs	1-alkyl 2-acylglycerol 3-phosphoethanolamine	C7H16O5NPFULLRFULLR2CO	0	Cytosol			2255860	2	
dak2gpe_hs	1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen (homo sapiens)	C7H14O5NPFULLRFULLR2CO	0	Cytosol			2255861	2	
ak2gchol_hs	1-alkyl 2-acylglycerol 3-phosphocholine	C10H20O5NPFULLRFULLR2CO	0	Cytosol			2255863	2	
ak2lgchol_hs	1-alkyl 2-lysoglycerol 3-phosphocholine	C10H21O5NPFULLR	0	Cytosol, Extra-organism			2255865	2	
paf_hs	1-alkyl 2-acteylglycerol 3-phosphocholine (homo sapiens)	C11H23O4NPFULLRCO2	0	Cytosol, Extra-organism			2255880	2	
fe3hox-un	Fe(III)hydoxamate, unloaded	C9H18O6N3	-3	Cytosol, Extra-organism, Periplasm			2256321	5	
fecrm-un	Ferrichrome minus Fe(III)	C27H42N9O12	-3	Cytosol, Extra-organism, Periplasm			2262590	5	
arbtn	aerobactin minus Fe3	C22H33N4O13	-3	Cytosol, Extra-organism, Periplasm			2262677	5	
feoxam-un	ferroxamine minus Fe(3)	C25H46N6O8	-2	Cytosol, Extra-organism, Periplasm			2262757	5	
lpchol_hs	lysophosphatidylcholine (homo sapiens)	C8H19NO5PFULLRCO2	0	Cytosol, Extra-organism			2262840	2	
pgp_hs	phosphatidyl glycerol phosphate (homo sapiens)	C6H11O9P2FULLRCO2FULLR2CO2	-3	Cytosol			2262844	2	
pglyc_hs	phosphatidylglycerol (homo sapiens)	C6H12O6PFULLRCO2FULLR2CO2	-1	Cytosol, Extra-organism			2262846	2	
clpn_hs	cardiolipin (homo sapiens)	C9H16O9P2FULLRCO2FULLR2CO2FULLRCO2FULLR2CO2	-2	Cytosol			2262847	2	
orn-D	D-Ornithine	C5H13N2O2	1	Peroxisome		348-66-3	2263101	2	
dhcrm_hs	dihydroceramide (homo sapiens)	C18H38NO2FULLRCO	0	Cytosol			2263543	2	
crm_hs	ceramide (homo sapiens)	C18H36NO2FULLRCO	0	Cytosol, Endoplasmic Reticulum, Golgi Apparatus, Lysosome			2263545	2	
pail5p_hs	1-Phosphatidyl-1D-myo-inositol 5-phosphate (Homo sapiens)	C9H15O12P2FULLRCO2FULLR2CO2	-3	Cytosol, Endoplasmic Reticulum, Nucleus			2263547	2	
retpalm [deleted 10/09/2005  06:18:49 PM]	Retinyl palminate	C36H60O2	0	Extra-organism			2264863	2	
caro	beta-Carotene	C40H56	0	Cytosol, Extra-organism			2264935	2	
mi1456p	1D-myo-Inositol 1,4,5,6-tetrakisphosphate	C6H8O18P4	-8	Nucleus			2264980	2	
ppmi12346p	5-Diphosphoinositol pentakisphosphate	C6H6O27P7	-13	Cytosol, Nucleus			2265069	2	
ppmi1346p	Diphosphoinositol tetrakisphosphate	C6H7O24P6	-11	Cytosol, Nucleus			2265082	2	
pail34p_hs	phosphatidylinositol-3,4-bisphosphate (Homo sapiens)	C9H14O15P3FULLRCO2FULLR2CO2	-5	Cytosol, Endoplasmic Reticulum, Nucleus			2265222	2	
gluside_hs	glucocerebroside (homo sapiens)	C24H46NO7FULLRCO	0	Cytosol, Endoplasmic Reticulum, Golgi Apparatus, Lysosome			2265459	2	
galside_hs	galactocerebroside (homo sapiens)	C24H46NO7FULLRCO	0	Cytosol, Golgi Apparatus, Lysosome			2265463	2	
sgalside_hs	sulfatide galactocerebroside (homo sapiens)	C24H45NO10SFULLRCO	-1	Cytosol, Golgi Apparatus, Lysosome			2265466	2	
sphmyln_hs	sphingomyelin (homo sapiens)	C23H48N2O5PFULLRCO	0	Cytosol, Golgi Apparatus, Lysosome			2265472	2	
galgluside_hs	galactosyl glucosyl ceramide	C30H56NO12FULLRCO	0	Cytosol, Golgi Apparatus, Lysosome			2265473	2	
gm3_hs	ganglioside GM3 (homo sapiens)	C41H72N2O20FULLRCO	-1	Golgi Apparatus			2265475	2	
