abbreviation	name	synonyms	equation	subsystem	compartment	ecnumber	reversible	translocation	internal_id	confidence_score	notes	
PPBNGS	porphobilinogen synthase		[c] : (2) 5aop --> h + (2) h2o + ppbng	Cofactor and Prosthetic Group Biosynthesis	Cytosol	4.2.1.24	Irreversible	N	1529315	0		
EAR160y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0)	NADH-enoyl acyl carrier protein reductase;, NADH-specific enoyl-ACP reductase;, enoyl-ACP reductase;, enoyl-[acyl carrier protein] reductase;, enoyl-[acyl-carrier-protein] reductase (NADH2)	[c] : h + nadph + tpalm2eACP --> nadp + palmACP	Cell Envelope Biosynthesis	Cytosol	1.3.1.10	Irreversible	N	2616542	4	citation states that it is NADH dependant, mentions another NADPH enzyme but doesnt give a gene, PMID: 8119879//More recent citation shows that FabI can use NADH or NADPH, PMID: 9022698	
IDOND	L-idonate 5-dehydrogenase		[c] : 5dglcn + h + nadh <==> idon-L + nad	Alternate Carbon Metabolism	Cytosol		Reversible	N	1482539	4		
2AGPA140tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm)		2tdecg3p[p] --> 2tdecg3p[c]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	2707491	3	PMID: 15661733//LplT-Aas transport/acylation activity was independent of the proton motive force//shown to act on pe, assumed to transport pg, pa.////personal communication (Charles Rock) 'We think that Lpt1 is a facilitator like the glycerol facilitator and does not require membrane electrochemical gradient.  The transporter will move 2-acyl-GPC, which is not an E. coli lipid, so it is not very specific.  We do not know whether other specific lipids are transported by this system, but it might be that lysophospholipids in general are substrates.'//AMF	
AIRC2	phosphoribosylaminoimidazole carboxylase		[c] : air + atp + hco3 --> 5caiz + adp + h + pi	Purine and Pyrimidine Biosynthesis	Cytosol		Irreversible	N	1441415	0	JLR- (see ref)	
PLIPA1E180pp	Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)		[p] : h2o + pe180 --> 2agpe180 + h + ocdca	Glycerophospholipid Metabolism	Periplasm	3.1.1.32	Irreversible	N	2706903	3	PMID: 4946924 gives evidence for activity on pc, pe, pg, cardiolipin and this gene is hypothesized to be pldA by PMID: 14002//JLR////PMID: 2653433 characterizes pldA and states that although it can act as a phospholipase A1 or A2 or lysophospholipase L1 or L2 the enzyme will initially act as a phospholipase A1 in the Ecoli envelope where it is embeded in phopsholipids.  Also states a broad specificity.////From PMID: 11080680 ¿ Review on PldA//`The enzyme is strictly calcium dependent and displays a broad substrate specificity. Besides phospholipase A1 and A2 activity the enzyme also harbours lysophospholipase A1 and A2 activity, and mono- and diacylglyceride lipase activity. The minimal substrate requirements of the enzyme are a more or less polar head group esterified to an acyl chain of at least 14 carbon atoms.¿ ¿ enzyme assigned to act on n-C12 as well.////PldA was assigned to A2 activity as well (see TesA gene reaction)////Not sure which face of the membrane the active site of the enzyme lies.////AMF	
DADNtex	deoxyadenosine transport via diffusion (extracellular to periplasm)		dad-2[e] <==> dad-2[p]	Transport, Outer Membrane	Extra-organism, Periplasm		Reversible	Y	1915134	3	Tsx is responsible for the permeation of ribo- and deoxy-nucleosides, across the outer membrane of E. coli//PMID: 15272310//AMF//Outer membrane poins may transport these susbstrates as well.	
PYDXNK	pyridoxine kinase		[c] : atp + pydxn --> adp + h + pdx5p	Cofactor and Prosthetic Group Biosynthesis	Cytosol	2.7.1.35	Irreversible	N	1448685	0		
DTMPtex	dTMP transport via diffusion (extracellular to periplasm)		dtmp[e] <==> dtmp[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	2324817		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
MPTG2	murein polymerizing transglycosylase 2 (three linked units)		murein5p5p[p] + uaagmda[c] --> h[c] + murein5p5p5p[p] + udcpdp[c]	Murein Biosynthesis	Cytosol, Periplasm		Irreversible	Y	2528351	3	MrcA and MrcB (best characeterized) are bifunctional transglycosylase and transpeptidase forming enzymes//PMID: 3906031//together they are lethal for a double deletion//PMID: 10542235////MrdA and FtsI are part of the cell cycle proteins and are predicted to be DD-transpeptidases//PMID: 10542235//Also, pbpC is thought to be a transglycolase only////The MPTG is a gneral reaction to make a two unit murein polymer//AMF	
GPDDA5	Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)		[c] : g3pi + h2o --> glyc3p + h + inost	Glycerophospholipid Metabolism	Cytosol	3.1.4.46	Irreversible	N	1484578	3	PMID: 2842304 For ugpQ enzyme://"We showed that UgpQ-mediated hydrolysis must occur on the inner side of the cytoplasmic membrane... We were unable to characterize this protein on the biochemical level since cellular extracts did not exhibit enzyme activity. We presented evidence that this result is due to a physical dependency of the enzyme on the transport components.  Internal glycerophosphoryl diesters are not substrates of the ugpQ-encoded enzyme; they are hydrolyzed only when transported by the Ugp system."//reactions were assigned only to upgQ, although from the evidence presented, a dependance of the other ugp genes could be made for the GPR//AMF	
GLUCYS	gamma-glutamylcysteine synthetase		[c] : atp + cys-L + glu-L --> adp + glucys + h + pi	Cofactor and Prosthetic Group Biosynthesis	Cytosol	6.3.2.2	Irreversible	N	1529224	0		
NTRIR2x	nitrite Reductase (NADH)		[c] : (5) h + (3) nadh + no2 --> (2) h2o + (3) nad + nh4	Oxidative Phosphorylation	Cytosol		Irreversible	N	1529277	4		
TYMtex	tyramine transport via diffusion (extracellular to periplasm)		tym[e] <==> tym[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	2324348		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
SUCOAS	succinyl-CoA synthetase (ADP-forming)		[c] : atp + coa + succ <==> adp + pi + succoa	Citric Acid Cycle	Cytosol	6.2.1.5	Reversible	N	135430	0		
PGK	phosphoglycerate kinase		[c] : 3pg + atp <==> 13dpg + adp	Glycolysis/Gluconeogenesis	Cytosol	2.7.2.3	Reversible	N	134578	0		
H2Otpp	H2O transport via diffusion (periplasm)		h2o[p] <==> h2o[c]	Transport, Inner Membrane	Cytosol, Periplasm		Reversible	Y	1912396	3	assumed diffustion reaction//also associated to the porin//AMF	
AACPS1	acyl-[acyl-carrier-protein] synthetase (n-C14:0)	acyl-ACP synthase	[c] : ACP + atp + ttdca --> amp + myrsACP + ppi	Cell Envelope Biosynthesis	Cytosol	6.2.1.20	Irreversible	N	1511992	4	from ecocyc: Acyl-ACP synthetase functions to ligate free fatty acids, with lengths of C-8 to C-18, to ACP.////AcpP added to GPR since it participates in the reaction as a metabolite//AMF	
TMDK1	thymidine kinase (ATP:thymidine)		[c] : atp + thymd --> adp + dtmp + h	Nucleotide Salvage Pathway	Cytosol	2.7.1.21	Irreversible	N	145408	0		
GUAD	guanine deaminase		[c] : gua + h + h2o --> nh4 + xan	Nucleotide Salvage Pathway	Cytosol	3.5.4.3	Irreversible	N	1528512	4		
23CAMPtex	23cAMP transport via diffusion (extracellular to periplasm)		23camp[e] <==> 23camp[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	2326081		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
HPYRI	hydroxypyruvate isomerase		[c] : hpyr <==> 2h3oppan	Alternate Carbon Metabolism	Cytosol	5.3.1.22	Reversible	N	1486478	4		
CRNabcpp	L-carnitine transport via ABC system (periplasm)		atp[c] + crn[p] + h2o[c] --> adp[c] + crn[c] + h[c] + pi[c]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	2386171	3	PMID: 12163501//states that other transport systems capable//of taking up L-carnitine (for example, ProP and ProU) D-carnitine...//AMF	
PLIPA2A181pp	Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)	lecithinase A;, phosphatidase;, phosphatidolipase;, phospholipase A, phospholipase A2;	[p] : h2o + pa181 --> 1odec11eg3p + h + ocdcea	Glycerophospholipid Metabolism	Periplasm	3.1.1.4	Irreversible	N	2727664	2	PMID: 4946924 gives evidence for activity on pc, pe, pg, cardiolipin and this gene is hypothesized to be pldA by PMID: 14002//JLR////PMID: 2653433 characterizes pldA and states that although it can act as a phospholipase A1 or A2 or lysophospholipase L1 or L2 the enzyme will initially act as a phospholipase A1 in the Ecoli envelope where it is embeded in phopsholipids.  Also states a broad specificity.////From PMID: 11080680 ¿ Review on PldA//`The enzyme is strictly calcium dependent and displays a broad substrate specificity. Besides phospholipase A1 and A2 activity the enzyme also harbours lysophospholipase A1 and A2 activity, and mono- and diacylglyceride lipase activity. The minimal substrate requirements of the enzyme are a more or less polar head group esterified to an acyl chain of at least 14 carbon atoms.¿ ¿ enzyme assigned to act on n-C12 as well.////PldA was assigned to A2 activity as well (see TesA gene reaction)////Not sure which face of the membrane the active site of the enzyme lies.////AMF	
ARAI	L-arabinose isomerase		[c] : arab-L <==> rbl-L	Alternate Carbon Metabolism	Cytosol	5.3.1.4	Reversible	N	137404	0		
DHNAOT4	1,4-dihydroxy-2-naphthoate octaprenyltransferase		[c] : dhna + h + octdp --> 2dmmql8 + co2 + ppi	Cofactor and Prosthetic Group Biosynthesis	Cytosol		Irreversible	N	2932750	3	changed end product to the quinole version (2dmmql8) - AMF//evidence that is cited in literature states://The overall conversion, DHNA -* DMK, actually requires three stages: removal of the DHNA carboxyl as CO2, the attachment of the isoprenoid residue, and a quinol to quinone oxidation. The demethylmenaquinol is a likely//intermediate, and possibly its conversion to DMK is a spontaneous process (Fig. 15). The question of whether more than one enzyme is involved has not been answered unequivocally; the available evidence, however, suggests one enzyme, possibly with a concerted mechanism.//PMID: 6127606//another study, PMID: 9573170, also is unsure how the quinol to quinone reaction takes place and sites above study//AMF	
CLt3_2pp	chloride transport out via proton antiport (2:1) (periplasm)		(2) cl[p] + h[c] --> (2) cl[c] + h[p]	Inorganic Ion Transport and Metabolism	Cytosol, Periplasm		Irreversible	Y	3241100	3	from citation and transport database, 1.A.11.5.1. A Cl-:H+ (2:1) antiporter (Accardi and Miller, 2004)//- ClcB is putative//- yfeO may also transport chloride//set to only transport Cl in, not sure of transport of Cl out.//AMF//	
UAPGR	UDP-N-acetylenolpyruvoylglucosamine reductase		[c] : h + nadph + uaccg --> nadp + uamr	Cell Envelope Biosynthesis	Cytosol	1.1.1.158	Irreversible	N	226848	0		
FACOAE161	fatty-acid-CoA thioesterase (hexadecenoate)		[c] : h2o + hdcoa --> coa + h + hdcea	Cell Envelope Biosynthesis	Cytosol		Irreversible	N	2708145	3	there are 2 acyl-CoA thioesterases (tesA (I) which is periplasmic and tesB (II) which is cytoplasmic)////KO of both genes show no phenotype//ecocye:hioesterase II is the tesB gene product. It has broad substrate specificity, cleaving short- and long-chain (C6-C18) acyl-CoA esters as well as 3-hydroxyacyl-CoA esters. ////See PMID: 8098033 for characterization of tesA//AMF	
ACGK	acetylglutamate kinase		[c] : acglu + atp --> acg5p + adp	Arginine and Proline Metabolism	Cytosol	2.7.2.8	Irreversible	N	138912	0		
LYXtex	L-Lyxose transport via diffusion (extracellular to periplasm)		lyx-L[e] <==> lyx-L[p]	Transport, Outer Membrane Porin	Extra-organism, Periplasm		Reversible	Y	1915978		molecule less than 600 Da, assumed passive diffusion through outer membrane porin.  See PMID: 14665678 for porin review.  AMF	
23PDE7pp	2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)	2',3'-Cyclic AMP 3'-nucleotidohydrolase	[p] : 23camp + h2o --> 3amp + h	Nucleotide Salvage Pathway	Periplasm	3.1.4.16	Irreversible	N	2326048	4	PMID: 3005231//cpdB is a periplasmic enzyme that has two distinct bifunctional sites for the 23 cyclic phophatidase and the nucleotidase////these substrates were not give specifically in the paper, but were on KEGG as such and can all be sources of pi according to biolog data.////there could be more substrates//AMF	
GF6PTA	glutamine-fructose-6-phosphate transaminase		[c] : f6p + gln-L --> gam6p + glu-L	Cell Envelope Biosynthesis	Cytosol	2.6.1.16	Irreversible	N	1529204	0		
MSO3abcpp	methanesulfonate transport via ABC system (periplasm)		atp[c] + h2o[c] + mso3[p] --> adp[c] + h[c] + mso3[c] + pi[c]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	2325362	4	only the ssu transport system will transport this and L-cysteate, amoung others////L-cysteate not included since the degradation products are dead ends////see PMID: 11750815//AMF	
NTPTP2	Nucleoside triphosphate tripolyhydrolase		[c] : gtp + h2o --> gsn + pppi	Nucleotide Salvage Pathway	Cytosol	3.1.5.1	Irreversible	N	1451001	4	JLR- (JSE had 3 PI instead of PPPI)	
SERASr	(L-seryl)adenylate synthase		[c] : atp + h + ser-L <==> ppi + seramp	Cofactor and Prosthetic Group Biosynthesis	Cytosol		Reversible	N	1516613	3	may also participate in large complex w/ EntB,D and E//MKA////http://biocyc.org/ECOLI/new-image?type=PATHWAY&object=ENTBACSYN-PWY	
FECRMR2	Ferrichrome reductase		[c] : (2) fecrm + fmnh2 --> (2) fe2 + (2) fecrm-un + fmn + (2) h	Inorganic Ion Transport and Metabolism	Cytosol		Irreversible	N	2262608	3	reaction can involve any flavin (FAD, FMN, Ribflv).  indirectly (?) catalyzed by Fre.////Ferrichrome is a siderophore - an iron-uptake molecule secreted by other micro-organisms.  Not produced by K-12, just ingest it and remove the Fe before re-secreting the siderophore to collect more Fe from the environment.////MKA	
PLIPA1A120pp	Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)		[p] : h2o + pa120 --> 2ddecg3p + ddca	Glycerophospholipid Metabolism	Periplasm	3.1.1.32	Irreversible	N	3242173	3	PMID: 4946924 gives evidence for activity on pc, pe, pg, cardiolipin and this gene is hypothesized to be pldA by PMID: 14002//JLR////PMID: 2653433 characterizes pldA and states that although it can act as a phospholipase A1 or A2 or lysophospholipase L1 or L2 the enzyme will initially act as a phospholipase A1 in the Ecoli envelope where it is embeded in phopsholipids.  Also states a broad specificity.////From PMID: 11080680 ¿ Review on PldA//`The enzyme is strictly calcium dependent and displays a broad substrate specificity. Besides phospholipase A1 and A2 activity the enzyme also harbours lysophospholipase A1 and A2 activity, and mono- and diacylglyceride lipase activity. The minimal substrate requirements of the enzyme are a more or less polar head group esterified to an acyl chain of at least 14 carbon atoms.¿ ¿ enzyme assigned to act on n-C12 as well.////PldA was assigned to A2 activity as well (see TesA gene reaction)////Not sure which face of the membrane the active site of the enzyme lies.////AMF	
GOFUCR	GDP-4-oxo-L-fucose reductase		[c] : gdpofuc + h + nadph --> gdpfuc + nadp	Cell Envelope Biosynthesis	Cytosol		Irreversible	N	1460477	4	PMID: 8759852//AMF	
PYDXPP	Pyridoxal 5-phosphate phosphatase		[c] : h2o + pydx5p --> pi + pydx	Cofactor and Prosthetic Group Biosynthesis	Cytosol		Irreversible	N	1450022	0		
GLYCLTDy	Glycolate dehydrogenase (NADP)	glyoxylate reductase	[c] : glx + h + nadph --> glyclt + nadp	Glyoxylate Metabolism	Cytosol	1.1.1.26	Irreversible	N	1482572	4		
PROGLYabcpp	L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)		atp[c] + h2o[c] + progly[p] --> adp[c] + h[c] + pi[c] + progly[c]	Transport, Inner Membrane	Cytosol, Periplasm		Irreversible	Y	2704896	4	PMID: 1702779 characterizes DppA as required for growth on Pro-gly//AMF	
3HAD100	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase;, 3-hydroxydecanoyl-acyl carrier protein dehydrase;, 3-hydroxydecanoyl-acyl carrier protein dehydratase;, D-3-hydroxydecanoyl-[acyl-carrier protein] dehydratase;, beta-hydroxyacyl-acyl carrier protein dehydratases, beta-hydroxydecanoate dehydrase, beta-hydroxydecanoyl thioester dehydrase;	[c] : 3hdecACP --> h2o + tdec2eACP	Cell Envelope Biosynthesis	Cytosol	4.2.1.60	Irreversible	N	2616012	4	FabA and FabZ exhibited broad, overlapping chain length specificities. The FabZ dehydratase efficiently catalyzed the dehydration of short chain beta -hydroxyacyl-ACPs and long chain saturated and unsaturated beta -hydroxyacyl-ACPs. FabA was most active on intermediate chain length beta -hydroxyacyl-ACPs and also possessed significant activity toward both short and long chain saturated beta -hydroxyacyl-ACPs. Significantly, FabA was virtually inactive in the dehydration of long chain unsaturated beta -hydroxyacyl-ACP. The introduction of the double bond at the 10-carbon stage of fatty acid synthesis by FabA was only detected in the presence of beta -ketoacyl-ACP synthase I (FabB).//PMID: 8910376//AMF	
