Species, Gene
CAE, SMB_G0156(mtlA) SMB_G0158(mltF) SMB_G0238 SMB_G0239 SMB_G0391 SMB_G0392(licB) SMB_G0544(glvC) SMB_G1376(nagE) SMB_G1377 SMB_G1432(bglP) SMB_G1482 SMB_G1483(manX) SMB_G2993 SMB_G2994 SMB_G3000(lacE) SMB_G3001(lacF) SMB_G3031(ptsG) SMB_G3465(crr) SMB_P065(ptnA)
CPE, CPE0075 CPE0076 CPE0077 CPE0196(ptiB) CPE0320 CPE0321 CPE0419 CPE0521 CPE0522 CPE0561 CPE0584 CPE0821 CPE1465 CPE1466 CPE1534 CPE2157 CPE2229 CPE2577 CPE2629 CPE2632
CPF, CPF_0070 CPF_0071(nagE) CPF_0401 CPF_0404 CPF_0422 CPF_0501 CPF_0502 CPF_0541(treB) CPF_0564(fruA) CPF_0646 CPF_0818 CPF_1070 CPF_1716 CPF_1717 CPF_1785 CPF_2412(ptsG) CPF_2493 CPF_2902 CPF_2965 CPF_2968
CPR, CPR_0092 CPR_0093(nagE) CPR_0397 CPR_0400 CPR_0418 CPR_0489 CPR_0490 CPR_0525 CPR_0550 CPR_0804 CPR_0935(nagE) CPR_1513 CPR_2124(ptsG) CPR_2199 CPR_2581 CPR_2600 CPR_2602
CTC, CTC00278
CNO, NT01CX_0332 NT01CX_1443 NT01CX_1452 NT01CX_1858
CDF, CD0041 CD0042 CD0135 CD0136 CD0206 CD0208 CD0284 CD0287 CD0388(bglF) CD0469 CD0491 CD0492 CD0765(srlE) CD0767(srlB) CD0816 CD1074 CD1076 CD1083 CD1336(malX) CD1602 CD2269 CD2281 CD2282 CD2326(gatB) CD2327(gatA) CD2332(mtlF) CD2334(mtlA) CD2414(srlB) CD2417(srlE) CD2487 CD2488 CD2510 CD2512 CD2555 CD2566 CD2567 CD2666(crr) CD2667(ptsG) CD2880(celC) CD2884(licB) CD3014 CD3015 CD3027(crr) CD3030(malX) CD3049 CD3061(glvC) CD3067 CD3068 CD3075(tagT) CD3080 CD3082 CD3086(hrsA) CD3089 CD3097 CD3103 CD3116(bglF) CD3125 CD3127 CD3134 CD3137 CD3278 CD3279 CD3444 CD3630 CD3647 CD3648
CDC, CD196_0042 CD196_0043 CD196_0147 CD196_0148 CD196_0220 CD196_0222 CD196_0300 CD196_0303 CD196_0373(bglF) CD196_0448 CD196_0449 CD196_0712(srlE) CD196_0713(srlE') CD196_0714(srlB) CD196_0766 CD196_0810 CD196_0955 CD196_0957 CD196_0964 CD196_1199(malX) CD196_1525 CD196_2124 CD196_2136 CD196_2137 CD196_2169(gatB) CD196_2170(gatA) CD196_2175(mtlF) CD196_2177(mtlA) CD196_2258(srlB) CD196_2261(srlE) CD196_2333 CD196_2355 CD196_2357 CD196_2393 CD196_2405 CD196_2406 CD196_2729(celC) CD196_2733(licB) CD196_2803 CD196_2804 CD196_2815(crr) CD196_2818(malX) CD196_2837 CD196_2848(glvC) CD196_2854 CD196_2855 CD196_2867(tagT) CD196_2872 CD196_2874 CD196_2878(hrsA) CD196_2881 CD196_2888 CD196_2894 CD196_2908(bglF) CD196_2922 CD196_2931 CD196_3093 CD196_3094 CD196_3220 CD196_3221 CD196_3445 CD196_3460 CD196_3461
CDL, CDR20291_0030 CDR20291_0031 CDR20291_0134 CDR20291_0135 CDR20291_0207 CDR20291_0209 CDR20291_0287 CDR20291_0290 CDR20291_0359(bglF) CDR20291_0434 CDR20291_0435 CDR20291_0693(srlE) CDR20291_0694(srlE') CDR20291_0695(srlB) CDR20291_0747 CDR20291_0790 CDR20291_0933 CDR20291_0935 CDR20291_0942 CDR20291_1177(malX) CDR20291_1500 CDR20291_2167 CDR20291_2179 CDR20291_2180 CDR20291_2215(gatB) CDR20291_2216(gatA) CDR20291_2221(mtlF) CDR20291_2223(mtlA) CDR20291_2305(srlB) CDR20291_2308(srlE) CDR20291_2380 CDR20291_2402 CDR20291_2404 CDR20291_2440 CDR20291_2452 CDR20291_2453 CDR20291_2776(celC) CDR20291_2780(licB) CDR20291_2850 CDR20291_2851 CDR20291_2862(crr) CDR20291_2865(malX) CDR20291_2884 CDR20291_2895(glvC) CDR20291_2901 CDR20291_2902 CDR20291_2914(tagT) CDR20291_2919 CDR20291_2921 CDR20291_2925(hrsA) CDR20291_2928 CDR20291_2935 CDR20291_2941 CDR20291_2955(bglF) CDR20291_2969 CDR20291_2978 CDR20291_3139 CDR20291_3140 CDR20291_3266 CDR20291_3267 CDR20291_3491 CDR20291_3506 CDR20291_3507
CBO, CBO0268 CBO0271 CBO0279(crr) CBO0288 CBO0290 CBO0655 CBO0881(bglC) CBO1327(crr) CBO1344 CBO1605 CBO1987(treB) CBO1991 CBO2151 CBO2152 CBO2754 CBO2837 CBO2839(nagE) CBO3356(celC) CBO3357(celA) CBO3414(gutB) CBO3415(gutE)
CBA, CLB_0312 CLB_0315 CLB_0323 CLB_0332 CLB_0334 CLB_0693 CLB_0920 CLB_1354(ptsG) CLB_1372 CLB_1624 CLB_1927(treP) CLB_1931 CLB_2090 CLB_2091 CLB_2695 CLB_2781(ptbA) CLB_2782(nagE) CLB_3414 CLB_3415 CLB_3471 CLB_3472
CBH, CLC_0327 CLC_0330 CLC_0338 CLC_0347 CLC_0349 CLC_0708 CLC_0934 CLC_1364(ptsG) CLC_1382 CLC_1633 CLC_1933(treP) CLC_1937 CLC_2095 CLC_2096 CLC_2628 CLC_2714(ptbA) CLC_2715(nagE) CLC_3301 CLC_3302 CLC_3359 CLC_3360
CBY, CLM_0327 CLM_0330 CLM_0337 CLM_0346 CLM_0348 CLM_0768 CLM_1020 CLM_1502(ptsG) CLM_1521 CLM_1847 CLM_2204(treP) CLM_2208 CLM_2363 CLM_2364 CLM_3120 CLM_3201(ptbA) CLM_3202(nagE) CLM_3804 CLM_3805 CLM_3880 CLM_3881
CBL, CLK_0056 CLK_0770(ptsG) CLK_0788 CLK_1068 CLK_1440(treP) CLK_1444 CLK_1609 CLK_1610 CLK_2139 CLK_2225(ptbA) CLK_2226(nagE) CLK_2237 CLK_2244 CLK_2772 CLK_2773 CLK_2857 CLK_2858 CLK_3455 CLK_3458 CLK_3466 CLK_3481 CLK_3483
CBK, CLL_A0331 CLL_A0400 CLL_A1373 CLL_A1499 CLL_A1500 CLL_A1518 CLL_A1821(treP) CLL_A2093 CLL_A2096 CLL_A2126 CLL_A2296 CLL_A3060 CLL_A3128 CLL_A3133 CLL_A3264 CLL_A3266 CLL_A3359 CLL_A3360 CLL_A3422(ptbA) CLL_A3423 CLL_A3458 CLL_A3531 CLL_A3532
CBB, CLD_0102 CLD_0460 CLD_0462 CLD_0472 CLD_0481 CLD_0484 CLD_1091 CLD_1092 CLD_1163 CLD_1164 CLD_1717 CLD_1733(nagE) CLD_1734(ptbA) CLD_1820 CLD_2483 CLD_2484 CLD_2633 CLD_2638(treP) CLD_2949 CLD_3191 CLD_3231(ptsG) CLD_3685
CBI, CLJ_B0322 CLJ_B0325 CLJ_B0333 CLJ_B0342 CLJ_B0344 CLJ_B0726 CLJ_B1441(ptsG) CLJ_B1462 CLJ_B1713 CLJ_B2192(treP) CLJ_B2196 CLJ_B2359 CLJ_B2360 CLJ_B2981 CLJ_B3064(ptbA) CLJ_B3065(nagE) CLJ_B3642 CLJ_B3643 CLJ_B3721 CLJ_B3722
CBN, CbC4_0602 CbC4_0613 CbC4_0780 CbC4_0781 CbC4_0946 CbC4_0947 CbC4_1691 CbC4_1694 CbC4_2172 CbC4_2173
CBT, CLH_0316 CLH_0384 CLH_0385 CLH_0386 CLH_1314 CLH_1416 CLH_1417 CLH_1429 CLH_1686(treP) CLH_2044 CLH_2878 CLH_2883 CLH_3017 CLH_3019 CLH_3173(ptbA) CLH_3174 CLH_3237 CLH_3326 CLH_3327
CBF, CLI_0341 CLI_0344 CLI_0352 CLI_0361 CLI_0363 CLI_0731 CLI_0962 CLI_1421(ptsG) CLI_1444 CLI_1685 CLI_2053(treP) CLI_2058 CLI_2198 CLI_2199 CLI_2804 CLI_2890(ptbA) CLI_2891(nagE) CLI_2903 CLI_3532 CLI_3533 CLI_3597 CLI_3598
CBE, Cbei_0220 Cbei_0221 Cbei_0242 Cbei_0244 Cbei_0337 Cbei_0339 Cbei_0380 Cbei_0525 Cbei_0527 Cbei_0541 Cbei_0542 Cbei_0699 Cbei_0711 Cbei_0751 Cbei_0758 Cbei_0951 Cbei_0952 Cbei_0955 Cbei_0956 Cbei_0963 Cbei_0964 Cbei_1476 Cbei_1840 Cbei_1844 Cbei_1918 Cbei_2197 Cbei_2199 Cbei_2320 Cbei_2498 Cbei_2499 Cbei_2663 Cbei_2666 Cbei_2708 Cbei_2709 Cbei_2740 Cbei_2741 Cbei_2833 Cbei_2905 Cbei_2908 Cbei_3273 Cbei_3344 Cbei_3768 Cbei_3811 Cbei_3812 Cbei_3873 Cbei_3874 Cbei_4532 Cbei_4533 Cbei_4537 Cbei_4538 Cbei_4559 Cbei_4635 Cbei_4639 Cbei_4640 Cbei_4684 Cbei_4685 Cbei_4705 Cbei_4706 Cbei_4838 Cbei_4846 Cbei_4913 Cbei_4914 Cbei_4982 Cbei_5012 Cbei_5017 Cbei_5019
CKL, CKL_3586
CKR, CKR_3165
CPY, Cphy_1768
CLJ, CLJU_c20590 CLJU_c26050
CSH, Closa_0008 Closa_0010 Closa_0202 Closa_0434 Closa_0435 Closa_0470 Closa_0472 Closa_0977 Closa_1208 Closa_1212 Closa_1213 Closa_1255 Closa_1478 Closa_1479 Closa_1511 Closa_1512 Closa_1807 Closa_1939 Closa_1940 Closa_1985 Closa_1986 Closa_2056 Closa_2169 Closa_2439 Closa_2562 Closa_3020 Closa_3021 Closa_3361 Closa_3368 Closa_3775 Closa_3975 Closa_3978 Closa_4032 Closa_4118 Closa_4182 Closa_4183 Closa_4273 Closa_4274
CCB, Clocel_0076 Clocel_1017 Clocel_2404 Clocel_2406 Clocel_2778 Clocel_2779 Clocel_2878 Clocel_2881
CLS, CXIVA_17740(fruA)
AMT, Amet_0827 Amet_0828 Amet_4186 Amet_4188 Amet_4193 Amet_4196 Amet_4269 Amet_4271
STH, STH1249(agaB) STH1251(agaF) STH1276 STH1277 STH1939 STH1940 STH1968 STH2309 STH2448 STH349 STH350 STH795 STH796 STH951 STH953
VPR, Vpar_1347 Vpar_1348 Vpar_1578
SSG, Selsp_0196 Selsp_1091 Selsp_1990 Selsp_2184 Selsp_2232
AFN, Acfer_0138 Acfer_0455 Acfer_1033
DRM, Dred_0332
DCA, Desca_2701
FMA, FMG_1284 FMG_1539 FMG_1540
APR, Apre_0083 Apre_0200 Apre_0383 Apre_0453 Apre_0473 Apre_1540 Apre_1585(celB) Apre_1586 Apre_1675
EEL, EUBELI_20078 EUBELI_20079 EUBELI_20517
ERE, EUBREC_0019 EUBREC_1425 EUBREC_2924 EUBREC_2925 EUBREC_3688
ELM, ELI_0011 ELI_0013 ELI_0168 ELI_0427 ELI_1089 ELI_1178 ELI_1877 ELI_1879 ELI_2463 ELI_2464 ELI_3252
BPB, bpr_I2104
CLE, Clole_0041 Clole_0311 Clole_0765 Clole_1200 Clole_3451 Clole_3844 Clole_3923
EHA, Ethha_0568 Ethha_0569 Ethha_0596 Ethha_0722 Ethha_0723 Ethha_0817 Ethha_0818 Ethha_0827 Ethha_0841 Ethha_0842 Ethha_2001 Ethha_2754 Ethha_2756
TMR, Tmar_0581 Tmar_0582 Tmar_1696 Tmar_1848 Tmar_1849
SAY, TPY_2419(fruA)
TTE, TTE0181(ptsN) TTE0182 TTE0192(manX) TTE0193 TTE0305(sgaB) TTE0335(celA) TTE0336(celC) TTE0339(mtlA) TTE0341(ptsN2) TTE0468(ptsG) TTE0469(nagE) TTE0600(celA2) TTE0602(celC2) TTE2585(fruA) TTE2586(ptsN3)
TEX, Teth514_0121 Teth514_0122 Teth514_0132 Teth514_0135 Teth514_0169 Teth514_0170 Teth514_0239 Teth514_0264 Teth514_0265 Teth514_0268 Teth514_0270 Teth514_0412 Teth514_0413 Teth514_0533 Teth514_0535 Teth514_0577 Teth514_0578 Teth514_0824 Teth514_0826
THX, Thet_0157 Thet_0158 Thet_0168 Thet_0171 Thet_0207 Thet_0208 Thet_0280 Thet_0306 Thet_0307 Thet_0310 Thet_0312 Thet_0458 Thet_0459 Thet_0586 Thet_0588 Thet_2090 Thet_2348 Thet_2349
TPD, Teth39_0152 Teth39_0153 Teth39_0332 Teth39_0334 Teth39_1697 Teth39_1699 Teth39_1822 Teth39_1823 Teth39_1940 Teth39_1942 Teth39_1945 Teth39_1946 Teth39_1981 Teth39_2067 Teth39_2070 Teth39_2080 Teth39_2081
TIT, Thit_0154 Thit_0155 Thit_0165 Thit_0168 Thit_0262 Thit_0294 Thit_0296 Thit_0304 Thit_0440 Thit_0441 Thit_0498 Thit_0499 Thit_0524 Thit_0585 Thit_0587 Thit_2024 Thit_2026 Thit_2252 Thit_2253
TMT, Tmath_0211 Tmath_0212 Tmath_0222 Tmath_0225 Tmath_0343 Tmath_0371 Tmath_0372 Tmath_0375 Tmath_0377 Tmath_0524 Tmath_0525 Tmath_0645 Tmath_0647 Tmath_0662 Tmath_0663 Tmath_2158 Tmath_2159
TBO, Thebr_0158 Thebr_0159 Thebr_0342 Thebr_0344 Thebr_1738 Thebr_1740 Thebr_1869 Thebr_1870 Thebr_1987 Thebr_1989 Thebr_1992 Thebr_1993 Thebr_2029 Thebr_2112 Thebr_2115 Thebr_2125 Thebr_2126
TEP, TepRe1_0054 TepRe1_0273 TepRe1_0274 TepRe1_0616 TepRe1_0617 TepRe1_0639 TepRe1_0640 TepRe1_0988 TepRe1_1638 TepRe1_1639 TepRe1_1644 TepRe1_1694 TepRe1_1697 TepRe1_1699 TepRe1_1726 TepRe1_1729 TepRe1_1737 TepRe1_1739 TepRe1_1852 TepRe1_1854 TepRe1_1864 TepRe1_1865 TepRe1_2018 TepRe1_2106 TepRe1_2108 TepRe1_2189 TepRe1_2191 TepRe1_2245 TepRe1_2250 TepRe1_2261 TepRe1_2537 TepRe1_2538 TepRe1_2574 TepRe1_2575
MTA, Moth_0013 Moth_0014
CSC, Csac_2439 Csac_2440
ATE, Athe_0148 Athe_0149
CHD, Calhy_2477 Calhy_2478
COW, Calow_0084 Calow_0085
CKN, Calkro_2421 Calkro_2422
TOC, Toce_0265 Toce_0269 Toce_0294 Toce_0295 Toce_0338 Toce_0340 Toce_0564 Toce_1434 Toce_1435 Toce_1446 Toce_1900 Toce_1901 Toce_1904 Toce_1905 Toce_1982 Toce_1984
TTM, Tthe_0634 Tthe_0647 Tthe_0649 Tthe_1735 Tthe_1736 Tthe_1831 Tthe_1832 Tthe_1912 Tthe_1913 Tthe_2093 Tthe_2095 Tthe_2348 Tthe_2349 Tthe_2355 Tthe_2358 Tthe_2469 Tthe_2472 Tthe_2550 Tthe_2551
TXY, Thexy_0294 Thexy_0543 Thexy_0545 Thexy_0726 Thexy_0728 Thexy_0798 Thexy_0942 Thexy_0944 Thexy_0948 Thexy_0950 Thexy_1928 Thexy_1929 Thexy_1995 Thexy_1998 Thexy_2138 Thexy_2227 Thexy_2228
CPO, COPRO5265_0027(ptsN) COPRO5265_0029(sgaB1) COPRO5265_0217 COPRO5265_0218 COPRO5265_0846(sgaB2) COPRO5265_1192 COPRO5265_1498 COPRO5265_1499
NTH, Nther_2773
HAS, Halsa_0019 Halsa_0020 Halsa_0135 Halsa_0136 Halsa_0141 Halsa_0143 Halsa_0149 Halsa_0150 Halsa_0652 Halsa_0653 Halsa_1171 Halsa_2290 Halsa_2291
ERH, ERH_0005(fruA) ERH_0134 ERH_0135 ERH_0222(ptsG.2) ERH_0255(ptsG.3) ERH_0256(crr) ERH_0284 ERH_0286 ERH_0722(ulaC) ERH_0724(ulaB) ERH_1120 ERH_1122(celC) ERH_1208 ERH_1221 ERH_1395 ERH_1396 ERH_1399
MGE, MG_062(fruA) MG_069(ptsG)
MPN, MPN078(fruA) MPN207(ptsG) MPN494(yjfU) MPN495 MPN651(mtlA) MPN653(mtlF)
MPU, MYPU_0170(ptsG) MYPU_1290(fruA) MYPU_1980(ulaA) MYPU_3610 MYPU_3640 MYPU_5950(sgaB) MYPU_5960(sgaA) MYPU_7510(mtlA)
MPE, MYPE1340(ptsG) MYPE1730(ptsG) MYPE4480 MYPE4490 MYPE5910 MYPE7190 MYPE7200(sgaB) MYPE7670(fruA) MYPE7760(fruA) MYPE9680
MGA, MGA_0508(fruA) MGA_0855(ptsG_1) MGA_1283
MMY, MSC_0019(EIIA-mtl) MSC_0021(EIIBC-mtl) MSC_0054(ptsG) MSC_0130(nagE) MSC_0274(crr) MSC_0394(pts) MSC_0395(ulaA) MSC_0646(pts) MSC_0749(pts) MSC_0831(frvB) MSC_0842(frvA) MSC_0846(frvB) MSC_0860(ptsG) MSC_0873(ptsG)
MML, MLC_0180(mtlF) MLC_0200(mtlA) MLC_1170(nagE) MLC_2630(ptsG) MLC_2870(scrA) MLC_3140(fruA) MLC_3750(pts) MLC_6020(scrA) MLC_6990(treP) MLC_7540(fruA) MLC_7710(fruA) MLC_8590
MMO, MMOB0620(treB) MMOB0650(bglP) MMOB4640(scrA) MMOB6060(fruA)
MHY, mhp386(sgaA) mhp387(sgaB) mhp490 mhp567(mtlF) mhp569(mtlA) mhp572 mhp573 mhp590(nagE) mhp629
MHJ, MHJ_0370(sgaA) MHJ_0371 MHJ_0489(fruA) MHJ_0552(mtlF) MHJ_0554(mtlA) MHJ_0557 MHJ_0558 MHJ_0575 MHJ_0612
MHP, MHP7448_0374(sgaA) MHP7448_0375 MHP7448_0492(fruA) MHP7448_0548(mtlF) MHP7448_0550(mtlA) MHP7448_0553 MHP7448_0554 MHP7448_0574 MHP7448_0610
MSY, MS53_0027 MS53_0028(sgaA) MS53_0147(ptsG) MS53_0681(sgaA-1) MS53_0682
MCP, MCAP_0028 MCAP_0030 MCAP_0094(ptsG) MCAP_0129 MCAP_0155 MCAP_0234(crr) MCAP_0458 MCAP_0459 MCAP_0590 MCAP_0591 MCAP_0618 MCAP_0783 MCAP_0787 MCAP_0844 MCAP_0853(fruA)
MAA, MAG_6360 MAG_6370(sgaB)
MAL, MAGa7320 MAGa7330(sgaB)
MCO, MCJ_001070 MCJ_001080 MCJ_001950(ptsG) MCJ_003310 MCJ_003320 MCJ_005330(fruA) MCJ_006400(mtlF) MCJ_006420(mtlA)
MCD, MCRO_0206 MCRO_0207 MCRO_0268(nagE) MCRO_0397 MCRO_0399
MHR, MHR_0169(mtlF) MHR_0231(fruA) MHR_0457(sgaA) MHR_0458
MFR, MFE_00370 MFE_00380 MFE_04700(agaV) MFE_04730 MFE_05770(fruA) MFE_07250(ptsG3)
MFM, MfeM64YM_0030(sgaB) MfeM64YM_0031(sgaA) MfeM64YM_0606 MfeM64YM_0609 MfeM64YM_0690(fruA-2) MfeM64YM_0893(nagE)
MBV, MBOVPG45_0735 MBOVPG45_0736
MBH, MMB_0682 MMB_0683(sgaB)
MLC, MSB_A0034 MSB_A0036 MSB_A0177 MSB_A0205 MSB_A0258 MSB_A0282(ptbA) MSB_A0471 MSB_A0472 MSB_A0599 MSB_A0625 MSB_A0718 MSB_A0829 MSB_A0897 MSB_A0911
MHA, HF1_00080(crr) HF1_11250(ptsG)
MSS, MSU_0011 MSU_0860
MSK, Msui00120(crr) Msui07880(ptsG)
ACL, ACL_0430
MFL, Mfl181 Mfl187 Mfl214 Mfl426 Mfl500 Mfl516 Mfl527
MSM, MSMEG_0085 MSMEG_2117 MSMEG_2121
MVA, Mvan_0094 Mvan_5589
MGI, Mflv_0752 Mflv_1219
MMC, Mmcs_0080
MKM, Mkms_0089
MJL, Mjls_0070
MSP, Mspyr1_00800 Mspyr1_49620
MMI, MMAR_4062
ASD, AS9A_0291 AS9A_0292 AS9A_3454 AS9A_3455 AS9A_4381
CGL, NCgl1305(cgl1360) NCgl1861(cgl1936) NCgl2553(cgl2642)
CGB, cg1537(ptsG) cg2120(ptsF) cg2925(ptsS)
CGT, cgR_1425 cgR_1766 cgR_2547 cgR_2610 cgR_2729
CEF, CE1458(ptsM) CE1829
CDI, DIP1151(ptsG)
CJK, jk0206
CAR, cauri_0239(nagE) cauri_0403(ptsS) cauri_1222(manP) cauri_1481(ptsF) cauri_2289(ptsG)
CKP, ckrop_0072(bglP) ckrop_0165(manP) ckrop_0231(nagE) ckrop_0817(ptsG) ckrop_1092(ptsF) ckrop_1696(ptsS) ckrop_1780(bglF)
CPU, cpfrc_00125(nagE) cpfrc_00126(nagE) cpfrc_00934(ptsG) cpfrc_01238(ptsF) cpfrc_01324(manP)
CRD, CRES_0298
CUL, CULC22_00126 CULC22_00168(nagE1) CULC22_01002(ptsG) CULC22_01343(ptsF) CULC22_01439(manP)
NFA, nfa28540(fruA)
RHA, RHA1_ro01551 RHA1_ro01552 RHA1_ro06782
RER, RER_27700 RER_39620 RER_39630
ROP, ROP_12540 ROP_12550 ROP_67680
GBR, Gbro_2217 Gbro_2915
TPR, Tpau_0186 Tpau_0796 Tpau_0797
SCO, SCO0137(SCJ21.18c) SCO0434(malX) SCO1390(SC1A8A.10) SCO2905(SCE19A.05c) SCO3196(SCE22.13c)
SMA, SAV_3688(fruA) SAV_3925(scrA) SAV_5169(ptsB) SAV_6975(ptsA)
SGR, SGR_3201 SGR_4637 SGR_6139 SGR_6864(fruA)
SCB, SCAB_52971 SCAB_56721 SCAB_76211
LXX, Lxx00810 Lxx00820(EIIBC-Mtl) Lxx00850 Lxx04680 Lxx06600
CMI, CMM_0984 CMM_0985 CMM_1504(fruA) CMM_1754 CMM_2590(mtlF) CMM_2591(mtlA) CMM_2594
CMS, CMS_0306 CMS_0309(mtlA) CMS_0310(mtlF) CMS_0602 CMS_0603 CMS_0912 CMS_1801(fruA) CMS_1998(fruB)
MTS, MTES_0608 MTES_0611 MTES_0612(mtlD) MTES_1915 MTES_3220(fruA)
ART, Arth_0299 Arth_1892 Arth_2872 Arth_3515 Arth_3516 Arth_4004
AAU, AAur_0294 AAur_2860 AAur_3859(mtlA)
ACH, Achl_0525 Achl_1047 Achl_2579 Achl_3789
APN, Asphe3_04290 Asphe3_09840 Asphe3_09850 Asphe3_27170 Asphe3_35560 Asphe3_35570 Asphe3_38290
RSA, RSal33209_1760 RSal33209_3142 RSal33209_3143
KRH, KRH_18470 KRH_22560
RMU, RMDY18_00320 RMDY18_00840 RMDY18_02370 RMDY18_04360 RMDY18_05480 RMDY18_17880
RDN, HMPREF0733_10217(glvC) HMPREF0733_10339(scrA) HMPREF0733_10581 HMPREF0733_10792(ptbA) HMPREF0733_10872(manX) HMPREF0733_11204(ptsG)
BCV, Bcav_2632 Bcav_2635
BFA, Bfae_03830 Bfae_07060 Bfae_09230 Bfae_22320
JDE, Jden_0065 Jden_0066 Jden_0938 Jden_0939
KSE, Ksed_16930 Ksed_16940
XCE, Xcel_1099 Xcel_3203
IVA, Isova_0277 Isova_1063
SKE, Sked_24610 Sked_24620 Sked_28590 Sked_28600
CFL, Cfla_1361 Cfla_1362
CFI, Celf_1080 Celf_1408 Celf_1409 Celf_1410
ICA, Intca_3260
PAC, PPA0021 PPA0023 PPA0142 PPA0293 PPA0294 PPA0355 PPA0356 PPA0365 PPA0366 PPA0675 PPA0678 PPA0679 PPA0919 PPA1109 PPA1142 PPA1147 PPA1149 PPA1485 PPA1486 PPA2232 PPA2233
PAK, HMPREF0675_3020 HMPREF0675_3023 HMPREF0675_3155 HMPREF0675_3339 HMPREF0675_3396 HMPREF0675_3397 HMPREF0675_3406 HMPREF0675_3407 HMPREF0675_3483 HMPREF0675_3747 HMPREF0675_3748 HMPREF0675_3749 HMPREF0675_3977 HMPREF0675_3978(mtlA) HMPREF0675_4171 HMPREF0675_4203 HMPREF0675_4207 HMPREF0675_4209 HMPREF0675_4550 HMPREF0675_4551 HMPREF0675_5308
PFR, PFREUD_08000(pptE) PFREUD_10820
MPH, MLP_38560(dhaM)
NCA, Noca_3164
KFL, Kfla_6664
TFU, Tfu_2489
NDA, Ndas_3730 Ndas_3731 Ndas_4222 Ndas_4224
TCU, Tcur_4028 Tcur_4029
SRO, Sros_1426 Sros_1427
FRE, Franean1_7071 Franean1_7072
NML, Namu_0308 Namu_0309 Namu_0890 Namu_4768
GOB, Gobs_4852
SEN, SACE_2061 SACE_2062 SACE_2274(fruA) SACE_2275
SVI, Svir_15400 Svir_15410
AMD, AMED_1368(manX) AMED_1370(manX) AMED_2727(nagE) AMED_2728(nagE) AMED_4499(fruA) AMED_4500(fruB)
PDX, Psed_2974
AMI, Amir_1061 Amir_1062 Amir_5257 Amir_5258
SAQ, Sare_4847 Sare_4848
CAI, Caci_5269 Caci_5271 Caci_8113 Caci_8114
SNA, Snas_2143 Snas_2144
AHE, Arch_0470 Arch_1458 Arch_1588 Arch_1589
BLO, BL1632(ptsG)
BLJ, BLD_1757(ptsG)
BLN, Blon_2183 Blon_2471
BLF, BLIF_1700
BLL, BLJ_1701
BLB, BBMN68_1665(ptsG)
BLM, BLLJ_1631
BAD, BAD_0366(ptsG)
BDE, BDP_0482(ptsG)
BBI, BBIF_0025 BBIF_0026 BBIF_0262(nagE) BBIF_1455(pstG) BBIF_1658(celA) BBIF_1659(celB)
BBP, BBPR_0030 BBPR_0031 BBPR_0240 BBPR_1508(ptsG) BBPR_1715 BBPR_1716
GVA, HMPREF0424_1266 HMPREF0424_1267
RXY, Rxyl_1732 Rxyl_1733
CWO, Cwoe_3918
SHI, Shel_13280
APV, Apar_0080 Apar_0081 Apar_0151 Apar_0154 Apar_0171 Apar_0325 Apar_0327 Apar_0464 Apar_1066 Apar_1068 Apar_1198 Apar_1257 Apar_1285 Apar_1286 Apar_1316 Apar_1317 Apar_1335
OLS, Olsu_0012 Olsu_0013 Olsu_0054 Olsu_0056 Olsu_0066 Olsu_0067 Olsu_0108 Olsu_0113 Olsu_0395 Olsu_0396 Olsu_0405 Olsu_0435 Olsu_0469 Olsu_0470 Olsu_0535 Olsu_0649 Olsu_0650 Olsu_0667 Olsu_0668 Olsu_1119 Olsu_1211 Olsu_1653 Olsu_1656 Olsu_1689 Olsu_1696
CGO, Corgl_0049 Corgl_0050 Corgl_0105 Corgl_0111 Corgl_0112 Corgl_0160 Corgl_0237 Corgl_0350 Corgl_0403 Corgl_0405 Corgl_0414 Corgl_0415 Corgl_0480 Corgl_0482 Corgl_0501 Corgl_0503 Corgl_0526 Corgl_0532 Corgl_0533 Corgl_0565 Corgl_0566 Corgl_0673 Corgl_0675 Corgl_0688 Corgl_0689 Corgl_0778 Corgl_0932 Corgl_0952 Corgl_0953 Corgl_1011 Corgl_1169 Corgl_1171 Corgl_1175 Corgl_1230 Corgl_1234 Corgl_1276 Corgl_1277 Corgl_1284 Corgl_1441 Corgl_1446 Corgl_1476 Corgl_1477 Corgl_1516 Corgl_1518 Corgl_1530 Corgl_1531 Corgl_1537 Corgl_1547 Corgl_1551 Corgl_1559 Corgl_1560 Corgl_1572 Corgl_1573 Corgl_1614 Corgl_1680 Corgl_1681 Corgl_1688
CTR, CT290(ptsN_1) CT291(ptsN_2)
CTA, CTA_0312(ptsN_1) CTA_0313(ptsN_2)
CTB, CTL0542 CTL0543(ptsN_2)
CTL, CTLon_0538 CTLon_0539(ptsN_2)
CTO, CTL2C_486 CTL2C_943
CTJ, JALI_2851 JALI_2861(ptsN_2)
CTZ, CTB_2851 CTB_2861(ptsN_2)
CMU, TC0563 TC0564
CPN, CPn0060(ptsN_1) CPn0061(ptsN_2)
CPA, CP0714 CP0715
CPJ, CPj0060(ptsN_1) CPj0061(ptsN_2)
CPT, CpB0061(fruA) CpB0062(ptsN)
CCA, CCA00348(ptsN_1) CCA00349
CAB, CAB339 CAB340
CFE, CF0657(ptsN1) CF0658(ptsN2)
CPM, G5S_0686 G5S_0687
