H2O,C00001,H2O2,C00027,0.75
Sphingosine 1-phosphate,C06124,Sphinganine 1-phosphate,C01120,0.869565217391
1-Butanol,C06142,1-Pentanol,C16834,0.7
3-Butyn-1-al,C06145,3-Butyn-1-ol,C06146,0.833333333333
muco-Inositol,C06152,myo-Inositol,C00137,0.769230769231
alpha-D-Glucosamine 1-phosphate,C06156,N-Acetyl-alpha-D-glucosamine 1-phosphate,C04501,0.75
D-Glucosamine 1-phosphate,C06156,D-Glucosamine 6-phosphate,C00352,0.88
D-Glucosamine 1-phosphate,C06156,N-Acetyl-D-glucosamine 1-phosphate,C04256,0.705882352941
2-Dehydro-3-deoxy-D-fuconate,C06159,2-Dehydro-3-deoxy-D-galactonate,C01216,0.774193548387
2-Dehydro-3-deoxy-D-fuconate,C06159,2-Dehydro-3-deoxy-L-rhamnonate,C03979,0.766666666667
(S)-Norcoclaurine,C06160,(R)-Norcoclaurine,C06347,0.882352941176
(S)-Norcoclaurine,C06160,"(R,S)-Norcoclaurine",C06346,0.789473684211
(S)-Norcoclaurine,C06160,(S)-Coclaurine,C06161,0.705882352941
(S)-Norcoclaurine,C06160,(R)-Coclaurine,C06349,0.705882352941
(S)-Coclaurine,C06161,(R)-Coclaurine,C06349,0.857142857143
(S)-Coclaurine,C06161,(R)-Norcoclaurine,C06347,0.764705882353
(S)-Coclaurine,C06161,"(R,S)-Coclaurine",C06348,0.75
(S)-Coclaurine,C06161,Norcoclaurine,C06346,0.714285714286
Sanguinarine,C06162,Sanguinine,C12232,0.75
Macarpine,C06165,Evocarpine,C16956,0.7
Neopinone,C06172,Tropinone,C00783,0.777777777778
Thebaine,C06173,Isothebaine,C09550,0.727272727273
Codeine,C06174,Norcodeine,C16576,0.7
Oripavine,C06175,Armepavine,C09342,0.7
Senecionine,C06176,Lenthionine,C08382,0.727272727273
Retronecine,C06177,Otonecine,C10356,0.727272727273
Anabasine,C06180,Anabaseine,C16906,0.8
Piperideine,C06181,Piperidine,C01746,0.818181818182
L-(+)-Anaferine,C06183,(-)-Anaferine,C11358,0.733333333333
Arbutin,C06186,Arbutin-6P,C06187,0.7
Hydroquinone-O-beta-D-glucopyranoside,C06186,Medioresinol 4'-O-beta-D-glucopyranoside,C10560,0.7
Guanosine 3'-phosphate,C06193,Inosine 5'-phosphate,C00130,0.818181818182
Guanosine 3'-phosphate,C06193,Xanthosine 5'-phosphate,C00655,0.782608695652
Guanosine 3'-phosphate,C06193,"Adenosine 3',5'-phosphate",C00575,0.76
Guanosine 3'-phosphate,C06193,Uridine 3'-phosphate,C01368,0.727272727273
Guanosine 3'-phosphate,C06193,Sucrose 6'-phosphate,C02591,0.727272727273
Imidazolone,C06195,Imidazole,C01589,0.727272727273
Salicylaldehyde,C06202,Glycolaldehyde,C00266,0.733333333333
Salicylaldehyde,C06202,Vanillaldehyde,C00755,0.733333333333
o-Hydroxybenzaldehyde,C06202,"3,4-Dihydroxybenzaldehyde",C16700,0.8
o-Hydroxybenzaldehyde,C06202,4-Chlorobenzaldehyde,C06648,0.714285714286
2-Hydroxychromene-2-carboxylate,C06204,2-Hydroxy-8-methylchromene-2-carboxylate,C14085,0.75
2-Hydroxychromene-2-carboxylate,C06204,"1,2-Dihydropyrene-2-carboxylate",C18274,0.709677419355
"2,6-Dihydroxyphenylacetate",C06207,4-Hydroxyphenylacetate,C00642,0.769230769231
"2-Hydroxy-6-oxo-hept-2,4-dienoate",C06210,"2-Hydroxy-6-oxo-octa-2,4-dienoate",C07123,0.848484848485
"2-Hydroxy-6-oxo-hept-2,4-dienoate",C06210,"2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate",C01273,0.731707317073
"2-Hydroxy-6-oxo-hept-2,4-dienoate",C06210,"2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate",C06582,0.731707317073
N-Methylserotonin,C06212,N-Acetylserotonin,C00978,0.764705882353
N-Methylserotonin,C06212,"N,N-Dimethylserotonin",C08299,0.761904761905
N-Methyltryptamine,C06213,"N,N-Dimethyltryptamine",C08302,0.772727272727
Celloheptaose,C06216,Cellohexaose,C06217,0.769230769231
Sedoheptulose 1-phosphate,C06222,"Sedoheptulose 1,7-bisphosphate",C00447,0.8
altro-Heptulose 1-phosphate,C06222,1-Deoxy-D-altro-heptulose 7-phosphate,C04359,0.702702702703
"3,4-Dihydroxystyrene",C06224,"3,4-Dihydroxyfluorene",C07717,0.761904761905
"3,4-Dihydroxystyrene",C06224,4-Hydroxystyrene,C05627,0.75
"3,4-Dihydroxystyrene",C06224,"3,4-Dihydroxytoluene",C06730,0.75
L-Arabinose 1-phosphate,C06238,D-Mannose 1-phosphate,C00636,0.782608695652
L-Arabinose 1-phosphate,C06238,D-Ribose 1-phosphate,C00620,0.739130434783
L-Arabinose 1-phosphate,C06238,D-Fructose 1-phosphate,C01094,0.739130434783
L-Arabinose 1-phosphate,C06238,Sorbose 1-phosphate,C02888,0.739130434783
L-Arabinose 1-phosphate,C06238,D-Galactose 1-phosphate,C03384,0.739130434783
L-Arabinose 1-phosphate,C06238,L-Rhamnulose 1-phosphate,C01131,0.708333333333
D-Ribose 1-diphosphate,C06248,D-Ribose 5-diphosphate,C01095,0.863636363636
2-Oxopentanoic acid,C06255,5-Amino-2-oxopentanoic acid,C01110,0.703703703704
(+)-Comphene,C06304,(-)-Comphene,C06305,0.833333333333
(+)-alpha-Pinene,C06306,(-)-alpha-Pinene,C06308,0.875
(-)-alpha-Pinene,C06308,(-)-alpha-Terpineol,C11393,0.736842105263
Galactitol 1-phosphate,C06311,D-Mannitol 1-phosphate,C00644,0.772727272727
Galactitol 1-phosphate,C06311,Glycerol 1-phosphate,C00623,0.727272727273
Galactitol 1-phosphate,C06311,L-Ribitol 1-phosphate,C01068,0.727272727273
Galactitol 1-phosphate,C06311,Inositol 1-phosphate,C01177,0.727272727273
Galactitol 1-phosphate,C06311,L-Erythritol 1-phosphate,C03494,0.708333333333
L-Galactitol 6-phosphate,C06311,D-Galactose 6-phosphate,C01113,0.75
L-Galactitol 6-phosphate,C06311,Alditol 6-phosphate,C02810,0.708333333333
L-Tagatose 6-phosphate,C06312,D-Galactose 6-phosphate,C01113,0.826086956522
L-Tagatose 6-phosphate,C06312,D-Fructose 6-phosphate,C00085,0.772727272727
L-Tagatose 6-phosphate,C06312,D-Mannose 6-phosphate,C00275,0.772727272727
L-Tagatose 6-phosphate,C06312,Lactose 6-phosphate,C05396,0.772727272727
L-Tagatose 6-phosphate,C06312,D-Glucose 6-phosphate,C00092,0.727272727273
L-Tagatose 6-phosphate,C06312,D-Allose 6-phosphate,C02962,0.727272727273
L-Tagatose 6-phosphate,C06312,D-Hexose 6-phosphate,C02965,0.727272727273
Lipoxin A4,C06314,Lipoxin B4,C06315,0.8
Vanillyl alcohol,C06317,Perillyl alcohol,C02452,0.8125
Vanillyl alcohol,C06317,Allyl alcohol,C02001,0.75
Vanillyl alcohol,C06317,Salicyl alcohol,C02323,0.75
Vanillyl alcohol,C06317,Coniferyl alcohol,C00590,0.705882352941
Precorrin 6Y,C06319,Precorrin 6X,C06320,0.833333333333
Precorrin 6Y,C06319,Precorrin 3B,C06406,0.75
Precorrin 6Y,C06319,Precorrin 4,C06407,0.75
Precorrin 6Y,C06319,Precorrin 8X,C06408,0.75
Precorrin 6X,C06320,Precorrin 3B,C06406,0.75
Precorrin 6X,C06320,Precorrin 4,C06407,0.75
Precorrin 6X,C06320,Precorrin 8X,C06408,0.75
"cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate",C06321,"cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate",C06729,0.830508474576
2-Quinolinecarboxylic acid,C06325,4-Hydroxy-2-quinolinecarboxylic acid,C01717,0.722222222222
Chelirubine,C06327,Chelilutine,C12229,0.727272727273
2-Chloromaleylacetate,C06329,2-Bromomaleylacetate,C16249,0.809523809524
2-Chloromaleylacetate,C06329,"2,3,5-Trichloromaleylacetate",C18243,0.75
"3,4-Dihydroxyquinoline",C06330,2-Hydroxyquinoline,C06338,0.727272727273
2-Aminobenzenesulfonate,C06333,3-Aminobenzenesulfonate,C06334,0.913043478261
2-Aminobenzenesulfonate,C06333,4-Aminobenzenesulfonate,C06335,0.913043478261
2-Aminobenzenesulfonate,C06333,4-Formylbenzenesulfonate,C06679,0.708333333333
3-Aminobenzenesulfonate,C06334,4-Aminobenzenesulfonate,C06335,0.913043478261
3-Aminobenzenesulfonate,C06334,4-Formylbenzenesulfonate,C06679,0.708333333333
4-Aminobenzenesulfonate,C06335,4-Formylbenzenesulfonate,C06679,0.75
3-Sulfocatechol,C06336,4-Sulfocatechol,C06674,0.866666666667
3-Sulfocatechol,C06336,3-Fluorocatechol,C16472,0.75
2-Hydroxyquinoline,C06338,2-Hydroxyaniline,C01987,0.722222222222
"7alpha,27-Dihydroxycholesterol",C06341,"7alpha,25-Dihydroxycholesterol",C15520,0.933333333333
"Cholest-5-ene-3beta,7alpha,26-triol",C06341,"(24S)-Cholest-5-ene-3beta,7alpha,24-triol",C15518,0.80487804878
"Quinolin-2,8-diol",C06342,"Quinoline-4,8-diol",C05637,0.833333333333
"Quinolin-2,8-diol",C06342,"Quinoline-4,6-diol",C05639,0.777777777778
"Quinolin-2,8-diol",C06342,"Quinoline-3,4-diol",C06330,0.777777777778
"Quinolin-2,8-diol",C06342,Quinolin-2-ol,C06338,0.705882352941
Quinolin-4-ol,C06343,Quinolin-2-ol,C06338,0.846153846154
"3-Methyl-quinolin-2,8-diol",C06344,3-Methyl-quinolin-2-ol,C06345,0.807692307692
"(R,S)-Norcoclaurine",C06346,(R)-Norcoclaurine,C06347,0.789473684211
(R)-Norcoclaurine,C06347,(R)-Coclaurine,C06349,0.705882352941
"(R,S)-Coclaurine",C06348,(R)-Coclaurine,C06349,0.75
"(R,S)-Norlaudanosoline",C06350,(R)-Norlaudanosoline,C06351,0.818181818182
"(R,S)-Norlaudanosoline",C06350,"(R,S)-Laudanosoline",C12327,0.727272727273
4-O-Methyl-myo-inositol,C06352,5-O-Methyl-myo-inositol,C03365,0.869565217391
4-O-Methyl-myo-inositol,C06352,1-O-Methyl-myo-inositol,C03659,0.869565217391
4-O-Methyl-myo-inositol,C06352,3-O-Methyl-myo-inositol,C03660,0.869565217391
6-O-Methyl-myo-inositol,C06353,5-O-Methyl-myo-inositol,C03365,0.869565217391
6-O-Methyl-myo-inositol,C06353,1-O-Methyl-myo-inositol,C03659,0.869565217391
6-O-Methyl-myo-inositol,C06353,3-O-Methyl-myo-inositol,C03660,0.869565217391
"2,3',4,6-Tetrahydroxybenzophenone",C06355,"2,4,6-Trihydroxybenzophenone",C06356,0.787878787879
"2,4,6-Trihydroxybenzophenone",C06356,"2,4-Dihydroxybenzophenone",C14215,0.857142857143
"2,4,6-Trihydroxybenzophenone",C06356,"4,4'-Dihydroxybenzophenone",C14220,0.821428571429
"2,4,6-Trihydroxybenzophenone",C06356,"2,2'-Dihydroxybenzophenone",C14284,0.821428571429
"2,4,6-Trihydroxybenzophenone",C06356,4-Hydroxybenzophenone,C14230,0.714285714286
Methyl cinnamate,C06358,Ethyl cinnamate,C06359,0.875
Methyl cinnamate,C06358,Propyl cinnamate,C06360,0.75
Ethyl cinnamate,C06359,Propyl cinnamate,C06360,0.75
Homospermidine,C06366,Atherospermidine,C09347,0.75
Homospermidine,C06366,Dehydrospermidine,C15853,0.705882352941
Carboxyphosphonoenolpyruvate,C06367,Carboxyphosphonopyruvate,C17946,0.821428571429
beta-D-Galactopyranosyl-(1->3)-N-acetyl-D-glucosamine,C06372,beta-D-Galactopyranosyl-(1->3)-N-acetyl-D-galactosamine,C07278,0.872727272727
D-Galactosamine 6-phosphate,C06377,N-Acetyl-D-galactosamine 6-phosphate,C06376,0.722222222222
Methylenediurea,C06381,Dimethylenetriurea,C06385,0.777777777778
4-Chlorobenzoyl-CoA,C06387,"2,4-Dichlorobenzoyl-CoA",C06671,0.739130434783
16-alpha-Hydroxypregnenolone,C06390,7alpha-Hydroxypregnenolone,C18038,0.857142857143
"2,3-Diaminopropanoate",C06393,3-Aminopropanoate,C00099,0.761904761905
ADP-D-glycero-D-manno-heptose,C06397,ADP-L-glycero-D-manno-heptose,C06398,0.827586206897
Precorrin 3B,C06406,Precorrin 2,C02463,0.75
Precorrin 3B,C06406,Precorrin 4,C06407,0.75
Precorrin 3B,C06406,Precorrin 8X,C06408,0.75
Precorrin 4,C06407,Precorrin 8,C06408,0.818181818182
Precorrin 4,C06407,Precorrin 5,C06416,0.818181818182
Precorrin 4,C06407,Precorrin 1,C15527,0.818181818182
Precorrin 8,C06408,Precorrin 5,C06416,0.818181818182
Precorrin 8,C06408,Precorrin 1,C15527,0.818181818182
Quinoline,C06413,Isoquinoline,C06323,0.75
Quinoline-4-carboxylate,C06414,Inosine-5'-carboxylate,C03280,0.739130434783
Quinoline-4-carboxylate,C06414,Xanthine-8-carboxylate,C03314,0.739130434783
Quinoline-4-carboxylate,C06414,1-Pyrroline-2-carboxylate,C03564,0.72
Quinoline-4-carboxylate,C06414,1-Pyrroline-5-carboxylate,C03912,0.72
Precorrin 5,C06416,Precorrin 1,C15527,0.818181818182
Precorrin 5,C06416,Precorrin 3A,C05772,0.75
Precorrin 5,C06416,Precorrin 6Y,C06319,0.75
Precorrin 5,C06416,Precorrin 6X,C06320,0.75
D-Isoleucine,C06418,Isoleucine,C16434,0.75
D-Histidine,C06419,L-Histidine,C00135,0.818181818182
Myristic acid,C06424,Myristoleic acid,C08322,0.75
gamma-Linolenic acid,C06426,Dihomo-gamma-linolenic acid,C03242,0.740740740741
"9,12,15-Octadecatrienoic acid",C06427,"6,9,12,15-Octadecatetraenoic acid",C16300,0.818181818182
5'-Butyrylphosphoinosine,C06435,5'-Butyrylphosphouridine,C06436,0.791666666667
Prostaglandin D1,C06438,Prostaglandin H2,C00427,0.8125
Prostaglandin D1,C06438,Prostaglandin E2,C00584,0.8125
Prostaglandin D1,C06438,Prostaglandin D2,C00696,0.8125
Prostaglandin D1,C06438,Prostaglandin I2,C01312,0.8125
Prostaglandin D1,C06438,Prostaglandin A2,C05953,0.8125
Prostaglandin E3,C06439,Prostaglandin D3,C13802,0.875
Prostaglandin E3,C06439,Prostaglandin H2,C00427,0.8125
Prostaglandin E3,C06439,Prostaglandin E2,C00584,0.8125
Prostaglandin E3,C06439,Prostaglandin D2,C00696,0.8125
Prostaglandin E3,C06439,Prostaglandin B1,C00959,0.8125
Prostaglandin E3,C06439,Prostaglandin I2,C01312,0.8125
Prostaglandin E3,C06439,Prostaglandin A1,C04685,0.8125
Prostaglandin E3,C06439,Prostaglandin C1,C04686,0.8125
Prostaglandin E3,C06439,Prostaglandin E1,C04741,0.8125
L-Xylulose 1-phosphate,C06441,D-Glucose 1-phosphate,C00103,0.818181818182
L-Xylulose 1-phosphate,C06441,L-Fuculose 1-phosphate,C01099,0.818181818182
L-Xylulose 1-phosphate,C06441,L-xylo-Hexulose 1-phosphate,C02888,0.777777777778
L-Xylulose 1-phosphate,C06441,L-Fucose 1-phosphate,C02985,0.772727272727
L-Xylulose 1-phosphate,C06441,L-Rhamnulose 1-phosphate,C01131,0.75
L-Xylulose 1-phosphate,C06441,D-Galactose 1-phosphate,C03384,0.739130434783
L-Xylulose 1-phosphate,C06441,Erythrulose 1-phosphate,C03394,0.739130434783
L-Xylulose 1-phosphate,C06441,D-Ribose 1-phosphate,C00620,0.727272727273
"2-N,6-N-Bis(2,3-dihydroxy-N-benzoyl)-L-serine",C06446,"2-N,6-N-Bis(2,3-dihydroxy-N-benzoyl)-L-serine amide",C06447,0.882352941176
Myxochlin A,C06448,Myxochlin B,C06449,0.818181818182
Myxochlin A,C06448,Myxochlin C,C06450,0.818181818182
Myxochlin A,C06448,Myxochelin A,C12220,0.75
Myxochlin A,C06448,Myxochelin B,C12221,0.75
Myxochlin B,C06449,Myxochlin C,C06450,0.818181818182
Myxochlin B,C06449,Myxochelin A,C12220,0.75
Myxochlin B,C06449,Myxochelin B,C12221,0.75
Myxochlin C,C06450,Myxochelin A,C12220,0.75
Myxochlin C,C06450,Myxochelin B,C12221,0.75
2-Hydroxyethylphosphonate,C06451,Hydroxymethylphosphonate,C06455,0.84
2-Hydroxyethylphosphonate,C06451,2-Hydroxypropylphosphonate,C06452,0.807692307692
2-Hydroxyethylphosphonate,C06451,2-Aminoethylphosphonate,C03557,0.76
2-Hydroxypropylphosphonate,C06452,Hydroxymethylphosphonate,C06455,0.730769230769
Fosfomycin,C06454,Coformycin,C01677,0.7
D-Allulose,C06468,D-Xylulose,C00310,0.7
D-Allulose,C06468,L-Xylulose,C00312,0.7
"3,6-Deoxy-D-galactose",C06471,2-Deoxy-D-galactose,C02781,0.761904761905
"3,6-Deoxy-D-xylo-hexose",C06471,"3,6-Dideoxy-L-xylo-hexose",C03348,0.88
2-Dehydro-D-gluconate,C06473,2-Dehydro-D-glucose,C02779,0.761904761905
2-Dehydro-D-gluconate,C06473,2-Dehydro-L-idonate,C15673,0.714285714286
"3,6-Anhydrogalactose",C06474,"3,6-Anhydroglucose",C06478,0.8
Prostaglandin F1alpha,C06475,Prostaglandin F3alpha,C06476,0.857142857143
Prostaglandin F1alpha,C06475,8-Isoprostaglandin F2alpha,C13809,0.730769230769
Prostaglandin F1alpha,C06475,6-Keto-prostaglandin F1alpha,C05961,0.714285714286
Prostaglandin F3alpha,C06476,8-Isoprostaglandin F2alpha,C13809,0.730769230769
"3,6-Anhydro-D-glucose",C06478,2-Dehydro-D-glucose,C02779,0.714285714286
"5-(5-(4-(4,5-Dihydro-2-oxazoly)phenoxy)pentyl)-3-methylisoxazole",C06490,"5-(5-(6-Chloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole",C06489,0.864864864865
"5-(5-(4-(4,5-Dihydro-2-oxazoly)phenoxy)pentyl)-3-methylisoxazole",C06490,5-(5-(4-(5-Hydro-4-methyl-2-oxazolyl)phenoxy)pentyl)-3-methylisoxazole,C06494,0.785714285714
5-(7-(6-Chloro-4-(5-hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole,C06492,5-(7-(5-Hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole,C06497,0.835443037975
"5-(5-(2,6-Dichloro-4-(4,5-dihydro-2-oxazoly)phenoxy)pentyl)-3-methylisoxazole",C06493,"5-(5-(2,6-Dichloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-(hydroxyethyloxymethyleneoxymethyl)isoxazole",C06491,0.710280373832
5-(7-(5-Hydro-4-ethyl-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole,C06495,5-(7-(5-Hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole,C06497,0.970149253731
"5-(7-(4-(4,5-Dihydro-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole",C06496,5-(7-(5-Hydro-4-methyl-2-oxazolyl)phenoxy)heptyl)-3-methylisoxazole,C06497,0.791044776119
Adenosyl cobinamide,C06508,Adenosylcobinamide-GDP,C06510,0.727272727273
Aromoline,C06514,Paromamine,C01743,0.7
(R)-Norreticuline,C06516,(S)-Norreticuline,C06520,0.882352941176
(R)-Norreticuline,C06516,"(R,S)-Norreticuline",C12329,0.789473684211
(S)-Norreticuline,C06520,"(R,S)-Norreticuline",C12329,0.789473684211
Nornicotine,C06524,(+)-Nornicotine,C11360,0.733333333333
Quinine,C06526,Guanine,C00242,0.714285714286
Quinine,C06526,Quinone,C00472,0.714285714286
(+)-Quinidine,C06527,(-)-Pinidine,C10165,0.769230769231
alpha-Erythroidine,C06531,beta-Erythroidine,C06532,0.722222222222
Diamorphine,C06534,Normorphine,C11785,0.727272727273
Diamorphine,C06534,Nalorphine,C11787,0.727272727273
Diacetylmorphine,C06534,3-Acetylmorphine,C11778,0.8125
Diacetylmorphine,C06534,6-Acetylmorphine,C11781,0.8125
Eserine,C06535,Anserine,C01262,0.75
Ajmaline,C06542,Isoajmaline,C09217,0.727272727273
Ajmaline,C06542,Norajmaline,C11810,0.727272727273
Mescaline,C06546,Decaline,C10589,0.777777777778
Ethylene oxide,C06548,Methylene oxide,C00067,0.933333333333
Ethylene oxide,C06548,Methylene chloride,C02271,0.722222222222
N-Isopropylammelide,C06553,N-Cyclopropylammelide,C14149,0.761904761905
"2',4,4',6'-Tetrahydroxychalcone",C06561,"2',3,4,4',6'-Pentahydroxychalcone",C15525,0.848484848485
(+)-Catechin,C06562,(-)-Catechin,C14079,0.833333333333
(+)-Catechin,C06562,(+)-Epicatechin,C09728,0.8
(+)-Catechin,C06562,(+/-)-Catechin,C17590,0.785714285714
(+)-Catechin,C06562,(-)-Epicatechin,C09727,0.733333333333
(+)-Catechin,C06562,(+)-Gallocatechin,C12127,0.705882352941
Cyanidanol,C06562,Cyanidol,C05905,0.7
Genistein,C06563,Genisteine,C17418,0.9
"5,7,4'-Trihydroxyisoflavone",C06563,"3',4',7-Trihydroxyisoflavone",C14313,0.785714285714
"5,7,4'-Trihydroxyisoflavone",C06563,"4',6,7-Trihydroxyisoflavone",C14314,0.777777777778
Penicillin N,C06564,Penicillin V,C08126,0.833333333333
Penicillin N,C06564,Penicillin T,C11749,0.833333333333
Penicillin N,C06564,Penicillin F,C17402,0.833333333333
Penicillin N,C06564,Penicillin K,C17403,0.833333333333
Penicillin N,C06564,Penicillin X,C17404,0.833333333333
Penicillin N,C06564,Penicillin O,C17405,0.833333333333
Penicillin N,C06564,Isopenicillin N,C05557,0.733333333333
O-Carbamoyl-deacetylcephalosporin C,C06568,7a-Hydroxy-O-carbamoyl-deacetylcephalosporin C,C06569,0.739130434783
Tetracycline,C06570,Oxytetracycline,C06624,0.8
Tetracycline,C06570,Chlortetracycline,C06571,0.705882352941
Chlortetracycline,C06571,Anhydrochlortetracycline,C18297,0.708333333333
Chlortetracycline,C06571,Dehydrochlortetracycline,C18298,0.708333333333
Chlortetracycline,C06571,Oxytetracycline,C06624,0.705882352941
Aureomycin,C06571,Puromycin,C01610,0.8
Aureomycin,C06571,Daunomycin,C01907,0.7
Aureomycin,C06571,Matromycin,C01946,0.7
Nystatin,C06572,Nystatin A1,C12155,0.727272727273
Nystatin,C06572,Nystatin A3,C12156,0.727272727273
Ampicillin,C06574,Bacampicillin,C08122,0.769230769231
Ampicillin,C06574,Pivampicillin,C11750,0.769230769231
Ampicillin,C06574,Talampicillin,C11751,0.769230769231
Ampicillin,C06574,Amoxicillin,C06827,0.727272727273
p-Cumic alcohol,C06576,Pyruvic alcohol,C05235,0.733333333333
p-Cumic aldehyde,C06577,Pyruvic aldehyde,C00546,0.75
"cis-2,3-Dihydroxy-2,3-dihydro-p-cumate",C06579,"cis-2,3-Dihydroxy-2,3-dihydroethylbenzene",C06727,0.707317073171
"2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate",C06581,"2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate",C06582,0.78431372549
"cis-2,3-Dihydro-2,3-dihydroxy-4'-chlorobiphenyl",C06585,"cis-2,3-Dihydro-2,3-dihydroxybiphenyl",C06589,0.765957446809
"cis-3-Phenylcyclohexa-3,5-diene-1,2-diol",C06589,"cis-3-Ethyl-cyclohexa-3,5-diene-1,2-diol",C06727,0.875
"1,2,4-Trichlorobenzene",C06594,"1,2,3-Trichlorobenzene",C14408,0.909090909091
"1,2,4-Trichlorobenzene",C06594,"1,4-Dichlorobenzene",C07092,0.818181818182
"1,2,4-Trichlorobenzene",C06594,"1,2-Dichlorobenzene",C14328,0.818181818182
"1,2,4-Trichlorobenzene",C06594,"1,2,3,4-Tetrachlorobenzene",C18236,0.807692307692
"1-Hydroxyl-2,4,5-trichloro-2,5-cyclohexadiene",C06598,"1,4-Dihydroxyl-2,5-dichloro-2,5-cyclohexadiene",C06599,0.826086956522
"2,5-Dichlorohydroquinone",C06600,"2,6-Dichlorohydroquinone",C07097,0.916666666667
"2,5-Dichlorohydroquinone",C06600,"2,3,6-Trichlorohydroquinone",C07099,0.814814814815
"2,5-Dichlorohydroquinone",C06600,"2,6-Dibromohydroquinone",C16248,0.75
"2,5-Dichlorohydroquinone",C06600,Chlorohydroquinone,C06601,0.708333333333
Chlorohydroquinone,C06601,"2,6-Dichlorohydroquinone",C07097,0.75
Chlorohydroquinone,C06601,Aminohydroquinone,C14604,0.722222222222
"2,5-Dichlorophenol",C06602,"2,6-Dichlorophenol",C07096,0.888888888889
"2,5-Dichlorophenol",C06602,"3,4-Dichlorophenol",C14462,0.833333333333
"2,5-Dichlorophenol",C06602,"2,4,5-Trichlorophenol",C07101,0.809523809524
"2,5-Dichlorophenol",C06602,"2,5-Dichlorobiphenyl",C14354,0.8
"2,5-Dichlorophenol",C06602,"2,4,6-Trichlorophenol",C07098,0.761904761905
"2,5-Dichlorophenol",C06602,2-Chlorophenol,C14219,0.722222222222
Paraoxon,C06606,Malaoxon,C07498,0.75
"trans-1,3-Dichloropropene",C06609,"cis-1,3-Dichloropropene",C06610,0.8
trans-3-Chloroallyl chloride,C06609,trans-3-Chloroallyl aldehyde,C06613,0.75
trans-3-Chloroallyl chloride,C06609,trans-3-Chloroallyl alcohol,C06611,0.714285714286
trans-3-Chloro-2-propene-1-ol,C06611,cis-3-Chloro-2-propene-1-ol,C06612,0.827586206897
trans-3-Chloro-2-propene-1-ol,C06611,trans-3-Chloro-2-propenal,C06613,0.793103448276
cis-3-Chloro-2-propene-1-ol,C06612,cis-3-Chloro-2-propenal,C16348,0.777777777778
trans-3-Chloro-2-propenal,C06613,cis-3-Chloro-2-propenal,C16348,0.8
Erythromycin C,C06616,Erythromycin D,C06633,0.857142857143
Erythromycin C,C06616,Erythromycin E,C06634,0.857142857143
Erythromycin C,C06616,Erythromycin B,C06653,0.857142857143
"dTDP-3,4-dioxo-2,6-dideoxy-D-glucose",C06620,"dTDP-3,4-dioxo-2,6-dideoxy-L-glucose",C17139,0.888888888889
"dTDP-3,4-dioxo-2,6-dideoxy-D-glucose",C06620,"dTDP-4-oxo-2,6-dideoxy-D-glucose",C11922,0.777777777778
"dTDP-3,4-dioxo-2,6-dideoxy-D-glucose",C06620,"dTDP-3-oxo-2,6-dideoxy-D-glucose",C18029,0.777777777778
"dTDP-3,4-dioxo-2,6-dideoxy-D-glucose",C06620,"dTDP-3-oxo-4,6-dideoxy-D-glucose",C11909,0.75
"dTDP-4-oxo-2,6-dideoxy-L-glucose",C06622,"dTDP-4-oxo-2,6-dideoxy-D-glucose",C11922,0.875
"dTDP-4-oxo-2,6-dideoxy-L-glucose",C06622,"dTDP-4-oxo-2,6-dideoxy-D-allose",C11928,0.78125
"dTDP-4-oxo-2,6-dideoxy-L-glucose",C06622,"dTDP-3,4-dioxo-2,6-dideoxy-L-glucose",C17139,0.777777777778
"dTDP-4-oxo-2,6-dideoxy-L-glucose",C06622,"dTDP-4-oxo-2,6-dideoxy-L-mannose",C11927,0.75
"dTDP-4-oxo-2,6-dideoxy-L-glucose",C06622,"dTDP-3-methyl-4-oxo-2,6-dideoxy-L-glucose",C11915,0.707317073171
4-Ketoanhydrochlortetracycline,C06626,4-Aminoanhydrochlortetracycline,C18299,0.870967741935
4-Ketoanhydrochlortetracycline,C06626,Anhydrochlortetracycline,C18297,0.766666666667
4-Ketoanhydrochlortetracycline,C06626,Dehydrochlortetracycline,C18298,0.766666666667
